NO,TYPE,DRAWING,DISPFLG,#500,#501,#600,#601,#1,#602,,,,,,
443,GPA30GT5150-A,,1,46.61,,,,,,,,,,,
444,GPA32GT5150-A,,1,49.79,,,,,,,,,,,
445,GPA34GT5150-A,,1,52.97,,,,,,,,,,,
446,GPA36GT5150-A,,1,56.16,,,,,,,,,,,
447,GPA40GT5150-A,,1,62.52,,,,,,,,,,,
448,GPA44GT5150-A,,1,68.89,,,,,,,,,,,
449,GPA48GT5150-A,,1,75.25,,,,,,,,,,,
450,GPA50GT5150-A,,1,78.44,,,,,,,,,,,
451,GPA60GT5150-A,,1,94.35,,,,,,,,,,,
452,GPA14GT5090-B,,1,21.14,,,,,,,,,,,
453,GPA15GT5090-B,,1,22.73,,,,,,,,,,,
454,GPA16GT5090-B,,1,24.32,,,,,,,,,,,
455,GPA18GT5090-B,,1,27.51,,,,,,,,,,,
456,GPA20GT5090-B,,1,30.69,,,,,,,,,,,
457,GPA22GT5090-B,,1,33.87,,,,,,,,,,,
458,GPA24GT5090-B,,1,37.06,,,,,,,,,,,
459,GPA25GT5090-B,,1,38.65,,,,,,,,,,,
460,GPA26GT5090-B,,1,40.24,,,,,,,,,,,
461,GPA28GT5090-B,,1,43.42,,,,,,,,,,,
462,GPA30GT5090-B,,1,46.61,,,,,,,,,,,
463,GPA32GT5090-B,,1,49.79,,,,,,,,,,,
464,GPA34GT5090-B,,1,52.97,,,,,,,,,,,
465,GPA36GT5090-B,,1,56.16,,,,,,,,,,,
466,GPA40GT5090-B,,1,62.52,,,,,,,,,,,
467,GPA44GT5090-B,,1,68.89,,,,,,,,,,,
468,GPA48GT5090-B,,1,75.25,,,,,,,,,,,
469,GPA50GT5090-B,,1,78.44,,,,,,,,,,,
470,GPA60GT5090-B,,1,94.35,,,,,,,,,,,
471,GPA14GT5120-B,,1,21.14,,,,,,,,,,,
472,GPA15GT5120-B,,1,22.73,,,,,,,,,,,
473,GPA16GT5120-B,,1,24.32,,,,,,,,,,,
474,GPA18GT5120-B,,1,27.51,,,,,,,,,,,
475,GPA20GT5120-B,,1,30.69,,,,,,,,,,,
476,GPA22GT5120-B,,1,33.87,,,,,,,,,,,
477,GPA24GT5120-B,,1,37.06,,,,,,,,,,,
478,GPA25GT5120-B,,1,38.65,,,,,,,,,,,
479,GPA26GT5120-B,,1,40.24,,,,,,,,,,,
480,GPA28GT5120-B,,1,43.42,,,,,,,,,,,
481,GPA30GT5120-B,,1,46.61,,,,,,,,,,,
482,GPA32GT5120-B,,1,49.79,,,,,,,,,,,
483,GPA34GT5120-B,,1,52.97,,,,,,,,,,,
484,GPA36GT5120-B,,1,56.16,,,,,,,,,,,
485,GPA40GT5120-B,,1,62.52,,,,,,,,,,,
486,GPA44GT5120-B,,1,68.89,,,,,,,,,,,
487,GPA48GT5120-B,,1,75.25,,,,,,,,,,,
488,GPA50GT5120-B,,1,78.44,,,,,,,,,,,
489,GPA60GT5120-B,,1,94.35,,,,,,,,,,,
490,GPA14GT5150-B,,1,21.14,,,,,,,,,,,
491,GPA15GT5150-B,,1,22.73,,,,,,,,,,,
492,GPA16GT5150-B,,1,24.32,,,,,,,,,,,
493,GPA18GT5150-B,,1,27.51,,,,,,,,,,,
494,GPA20GT5150-B,,1,30.69,,,,,,,,,,,
495,GPA22GT5150-B,,1,33.87,,,,,,,,,,,
496,GPA24GT5150-B,,1,37.06,,,,,,,,,,,
497,GPA25GT5150-B,,1,38.65,,,,,,,,,,,
498,GPA26GT5150-B,,1,40.24,,,,,,,,,,,
499,GPA28GT5150-B,,1,43.42,,,,,,,,,,,
500,GPA30GT5150-B,,1,46.61,,,,,,,,,,,
501,GPA32GT5150-B,,1,49.79,,,,,,,,,,,
502,GPA34GT5150-B,,1,52.97,,,,,,,,,,,
503,GPA36GT5150-B,,1,56.16,,,,,,,,,,,
504,GPA40GT5150-B,,1,62.52,,,,,,,,,,,
505,GPA44GT5150-B,,1,68.89,,,,,,,,,,,
506,GPA48GT5150-B,,1,75.25,,,,,,,,,,,
507,GPA50GT5150-B,,1,78.44,,,,,,,,,,,
508,GPA60GT5150-B,,1,94.35,,,,,,,,,,,
509,GPT14GT5090-A,,1,21.14,,,,,,,,,,,
510,GPT15GT5090-A,,1,22.73,,,,,,,,,,,
511,GPT16GT5090-A,,1,24.32,,,,,,,,,,,
512,GPT18GT5090-A,,1,27.51,,,,,,,,,,,
513,GPT20GT5090-A,,1,30.69,,,,,,,,,,,
514,GPT22GT5090-A,,1,33.87,,,,,,,,,,,
515,GPT24GT5090-A,,1,37.06,,,,,,,,,,,
516,GPT25GT5090-A,,1,38.65,,,,,,,,,,,
517,GPT26GT5090-A,,1,40.24,,,,,,,,,,,
518,GPT28GT5090-A,,1,43.42,,,,,,,,,,,
519,GPT30GT5090-A,,1,46.61,,,,,,,,,,,
520,GPT32GT5090-A,,1,49.79,,,,,,,,,,,
521,GPT34GT5090-A,,1,52.97,,,,,,,,,,,
522,GPT36GT5090-A,,1,56.16,,,,,,,,,,,
523,GPT40GT5090-A,,1,62.52,,,,,,,,,,,
524,GPT44GT5090-A,,1,68.89,,,,,,,,,,,
525,GPT48GT5090-A,,1,75.25,,,,,,,,,,,
526,GPT50GT5090-A,,1,78.44,,,,,,,,,,,
527,GPT60GT5090-A,,1,94.35,,,,,,,,,,,
528,GPT14GT5120-A,,1,21.14,,,,,,,,,,,
529,GPT15GT5120-A,,1,22.73,,,,,,,,,,,
530,GPT16GT5120-A,,1,24.32,,,,,,,,,,,
531,GPT18GT5120-A,,1,27.51,,,,,,,,,,,
532,GPT20GT5120-A,,1,30.69,,,,,,,,,,,
533,GPT22GT5120-A,,1,33.87,,,,,,,,,,,
534,GPT24GT5120-A,,1,37.06,,,,,,,,,,,
535,GPT25GT5120-A,,1,38.65,,,,,,,,,,,
536,GPT26GT5120-A,,1,40.24,,,,,,,,,,,
537,GPT28GT5120-A,,1,43.42,,,,,,,,,,,
538,GPT30GT5120-A,,1,46.61,,,,,,,,,,,
539,GPT32GT5120-A,,1,49.79,,,,,,,,,,,
540,GPT34GT5120-A,,1,52.97,,,,,,,,,,,
541,GPT36GT5120-A,,1,56.16,,,,,,,,,,,
542,GPT40GT5120-A,,1,62.52,,,,,,,,,,,
543,GPT44GT5120-A,,1,68.89,,,,,,,,,,,
544,GPT48GT5120-A,,1,75.25,,,,,,,,,,,
545,GPT50GT5120-A,,1,78.44,,,,,,,,,,,
546,GPT60GT5120-A,,1,94.35,,,,,,,,,,,
547,GPT14GT5150-A,,1,21.14,,,,,,,,,,,
548,GPT15GT5150-A,,1,22.73,,,,,,,,,,,
549,GPT16GT5150-A,,1,24.32,,,,,,,,,,,
550,GPT18GT5150-A,,1,27.51,,,,,,,,,,,
551,GPT20GT5150-A,,1,30.69,,,,,,,,,,,
552,GPT22GT5150-A,,1,33.87,,,,,,,,,,,
553,GPT24GT5150-A,,1,37.06,,,,,,,,,,,
554,GPT25GT5150-A,,1,38.65,,,,,,,,,,,
555,GPT26GT5150-A,,1,40.24,,,,,,,,,,,
556,GPT28GT5150-A,,1,43.42,,,,,,,,,,,
557,GPT30GT5150-A,,1,46.61,,,,,,,,,,,
558,GPT32GT5150-A,,1,49.79,,,,,,,,,,,
559,GPT34GT5150-A,,1,52.97,,,,,,,,,,,
560,GPT36GT5150-A,,1,56.16,,,,,,,,,,,
561,GPT40GT5150-A,,1,62.52,,,,,,,,,,,
562,GPT44GT5150-A,,1,68.89,,,,,,,,,,,
563,GPT48GT5150-A,,1,75.25,,,,,,,,,,,
564,GPT50GT5150-A,,1,78.44,,,,,,,,,,,
565,GPT60GT5150-A,,1,94.35,,,,,,,,,,,
566,GPT14GT5090-B,,1,21.14,,,,,,,,,,,
567,GPT15GT5090-B,,1,22.73,,,,,,,,,,,
568,GPT16GT5090-B,,1,24.32,,,,,,,,,,,
569,GPT18GT5090-B,,1,27.51,,,,,,,,,,,
570,GPT20GT5090-B,,1,30.69,,,,,,,,,,,
571,GPT22GT5090-B,,1,33.87,,,,,,,,,,,
572,GPT24GT5090-B,,1,37.06,,,,,,,,,,,
573,GPT25GT5090-B,,1,38.65,,,,,,,,,,,
574,GPT26GT5090-B,,1,40.24,,,,,,,,,,,
575,GPT28GT5090-B,,1,43.42,,,,,,,,,,,
576,GPT30GT5090-B,,1,46.61,,,,,,,,,,,
577,GPT32GT5090-B,,1,49.79,,,,,,,,,,,
578,GPT34GT5090-B,,1,52.97,,,,,,,,,,,
579,GPT36GT5090-B,,1,56.16,,,,,,,,,,,
580,GPT40GT5090-B,,1,62.52,,,,,,,,,,,
581,GPT44GT5090-B,,1,68.89,,,,,,,,,,,
582,GPT48GT5090-B,,1,75.25,,,,,,,,,,,
583,GPT50GT5090-B,,1,78.44,,,,,,,,,,,
584,GPT60GT5090-B,,1,94.35,,,,,,,,,,,
585,GPT14GT5120-B,,1,21.14,,,,,,,,,,,
586,GPT15GT5120-B,,1,22.73,,,,,,,,,,,
587,GPT16GT5120-B,,1,24.32,,,,,,,,,,,
588,GPT18GT5120-B,,1,27.51,,,,,,,,,,,
589,GPT20GT5120-B,,1,30.69,,,,,,,,,,,
590,GPT22GT5120-B,,1,33.87,,,,,,,,,,,
591,GPT24GT5120-B,,1,37.06,,,,,,,,,,,
592,GPT25GT5120-B,,1,38.65,,,,,,,,,,,
593,GPT26GT5120-B,,1,40.24,,,,,,,,,,,
594,GPT28GT5120-B,,1,43.42,,,,,,,,,,,
595,GPT30GT5120-B,,1,46.61,,,,,,,,,,,
596,GPT32GT5120-B,,1,49.79,,,,,,,,,,,
597,GPT34GT5120-B,,1,52.97,,,,,,,,,,,
598,GPT36GT5120-B,,1,56.16,,,,,,,,,,,
599,GPT40GT5120-B,,1,62.52,,,,,,,,,,,
600,GPT44GT5120-B,,1,68.89,,,,,,,,,,,
601,GPT48GT5120-B,,1,75.25,,,,,,,,,,,
602,GPT50GT5120-B,,1,78.44,,,,,,,,,,,
603,GPT60GT5120-B,,1,94.35,,,,,,,,,,,
604,GPT14GT5150-B,,1,21.14,,,,,,,,,,,
605,GPT15GT5150-B,,1,22.73,,,,,,,,,,,
606,GPT16GT5150-B,,1,24.32,,,,,,,,,,,
607,GPT18GT5150-B,,1,27.51,,,,,,,,,,,
608,GPT20GT5150-B,,1,30.69,,,,,,,,,,,
609,GPT22GT5150-B,,1,33.87,,,,,,,,,,,
610,GPT24GT5150-B,,1,37.06,,,,,,,,,,,
611,GPT25GT5150-B,,1,38.65,,,,,,,,,,,
612,GPT26GT5150-B,,1,40.24,,,,,,,,,,,
613,GPT28GT5150-B,,1,43.42,,,,,,,,,,,
614,GPT30GT5150-B,,1,46.61,,,,,,,,,,,
615,GPT32GT5150-B,,1,49.79,,,,,,,,,,,
616,GPT34GT5150-B,,1,52.97,,,,,,,,,,,
617,GPT36GT5150-B,,1,56.16,,,,,,,,,,,
618,GPT40GT5150-B,,1,62.52,,,,,,,,,,,
619,GPT44GT5150-B,,1,68.89,,,,,,,,,,,
620,GPT48GT5150-B,,1,75.25,,,,,,,,,,,
621,GPT50GT5150-B,,1,78.44,,,,,,,,,,,
622,GPT60GT5150-B,,1,94.35,,,,,,,,,,,
623,GPM14GT5090-A,,1,21.14,,,,,,,,,,,
624,GPM15GT5090-A,,1,22.73,,,,,,,,,,,
625,GPM16GT5090-A,,1,24.32,,,,,,,,,,,
626,GPM18GT5090-A,,1,27.51,,,,,,,,,,,
627,GPM20GT5090-A,,1,30.69,,,,,,,,,,,
628,GPM22GT5090-A,,1,33.87,,,,,,,,,,,
629,GPM24GT5090-A,,1,37.06,,,,,,,,,,,
630,GPM25GT5090-A,,1,38.65,,,,,,,,,,,
631,GPM26GT5090-A,,1,40.24,,,,,,,,,,,
632,GPM28GT5090-A,,1,43.42,,,,,,,,,,,
633,GPM30GT5090-A,,1,46.61,,,,,,,,,,,
634,GPM32GT5090-A,,1,49.79,,,,,,,,,,,
635,GPM34GT5090-A,,1,52.97,,,,,,,,,,,
636,GPM36GT5090-A,,1,56.16,,,,,,,,,,,
637,GPM40GT5090-A,,1,62.52,,,,,,,,,,,
638,GPM44GT5090-A,,1,68.89,,,,,,,,,,,
639,GPM48GT5090-A,,1,75.25,,,,,,,,,,,
640,GPM50GT5090-A,,1,78.44,,,,,,,,,,,
641,GPM60GT5090-A,,1,94.35,,,,,,,,,,,
642,GPM14GT5120-A,,1,21.14,,,,,,,,,,,
643,GPM15GT5120-A,,1,22.73,,,,,,,,,,,
644,GPM16GT5120-A,,1,24.32,,,,,,,,,,,
645,GPM18GT5120-A,,1,27.51,,,,,,,,,,,
646,GPM20GT5120-A,,1,30.69,,,,,,,,,,,
647,GPM22GT5120-A,,1,33.87,,,,,,,,,,,
648,GPM24GT5120-A,,1,37.06,,,,,,,,,,,
649,GPM25GT5120-A,,1,38.65,,,,,,,,,,,
650,GPM26GT5120-A,,1,40.24,,,,,,,,,,,
651,GPM28GT5120-A,,1,43.42,,,,,,,,,,,
652,GPM30GT5120-A,,1,46.61,,,,,,,,,,,
653,GPM32GT5120-A,,1,49.79,,,,,,,,,,,
654,GPM34GT5120-A,,1,52.97,,,,,,,,,,,
655,GPM36GT5120-A,,1,56.16,,,,,,,,,,,
656,GPM40GT5120-A,,1,62.52,,,,,,,,,,,
657,GPM44GT5120-A,,1,68.89,,,,,,,,,,,
658,GPM48GT5120-A,,1,75.25,,,,,,,,,,,
659,GPM50GT5120-A,,1,78.44,,,,,,,,,,,
660,GPM60GT5120-A,,1,94.35,,,,,,,,,,,
661,GPM14GT5150-A,,1,21.14,,,,,,,,,,,
662,GPM15GT5150-A,,1,22.73,,,,,,,,,,,
663,GPM16GT5150-A,,1,24.32,,,,,,,,,,,
664,GPM18GT5150-A,,1,27.51,,,,,,,,,,,
665,GPM20GT5150-A,,1,30.69,,,,,,,,,,,
666,GPM22GT5150-A,,1,33.87,,,,,,,,,,,
667,GPM24GT5150-A,,1,37.06,,,,,,,,,,,
668,GPM25GT5150-A,,1,38.65,,,,,,,,,,,
669,GPM26GT5150-A,,1,40.24,,,,,,,,,,,
670,GPM28GT5150-A,,1,43.42,,,,,,,,,,,
671,GPM30GT5150-A,,1,46.61,,,,,,,,,,,
672,GPM32GT5150-A,,1,49.79,,,,,,,,,,,
673,GPM34GT5150-A,,1,52.97,,,,,,,,,,,
674,GPM36GT5150-A,,1,56.16,,,,,,,,,,,
675,GPM40GT5150-A,,1,62.52,,,,,,,,,,,
676,GPM44GT5150-A,,1,68.89,,,,,,,,,,,
677,GPM48GT5150-A,,1,75.25,,,,,,,,,,,
678,GPM50GT5150-A,,1,78.44,,,,,,,,,,,
679,GPM60GT5150-A,,1,94.35,,,,,,,,,,,
680,GPM14GT5090-B,,1,21.14,,,,,,,,,,,
681,GPM15GT5090-B,,1,22.73,,,,,,,,,,,
682,GPM16GT5090-B,,1,24.32,,,,,,,,,,,
683,GPM18GT5090-B,,1,27.51,,,,,,,,,,,
684,GPM20GT5090-B,,1,30.69,,,,,,,,,,,
685,GPM22GT5090-B,,1,33.87,,,,,,,,,,,
686,GPM24GT5090-B,,1,37.06,,,,,,,,,,,
687,GPM25GT5090-B,,1,38.65,,,,,,,,,,,
688,GPM26GT5090-B,,1,40.24,,,,,,,,,,,
689,GPM28GT5090-B,,1,43.42,,,,,,,,,,,
690,GPM30GT5090-B,,1,46.61,,,,,,,,,,,
691,GPM32GT5090-B,,1,49.79,,,,,,,,,,,
692,GPM34GT5090-B,,1,52.97,,,,,,,,,,,
693,GPM36GT5090-B,,1,56.16,,,,,,,,,,,
694,GPM40GT5090-B,,1,62.52,,,,,,,,,,,
695,GPM44GT5090-B,,1,68.89,,,,,,,,,,,
696,GPM48GT5090-B,,1,75.25,,,,,,,,,,,
697,GPM50GT5090-B,,1,78.44,,,,,,,,,,,
698,GPM60GT5090-B,,1,94.35,,,,,,,,,,,
699,GPM14GT5120-B,,1,21.14,,,,,,,,,,,
700,GPM15GT5120-B,,1,22.73,,,,,,,,,,,
701,GPM16GT5120-B,,1,24.32,,,,,,,,,,,
702,GPM18GT5120-B,,1,27.51,,,,,,,,,,,
703,GPM20GT5120-B,,1,30.69,,,,,,,,,,,
704,GPM22GT5120-B,,1,33.87,,,,,,,,,,,
705,GPM24GT5120-B,,1,37.06,,,,,,,,,,,
706,GPM25GT5120-B,,1,38.65,,,,,,,,,,,
707,GPM26GT5120-B,,1,40.24,,,,,,,,,,,
708,GPM28GT5120-B,,1,43.42,,,,,,,,,,,
709,GPM30GT5120-B,,1,46.61,,,,,,,,,,,
710,GPM32GT5120-B,,1,49.79,,,,,,,,,,,
711,GPM34GT5120-B,,1,52.97,,,,,,,,,,,
712,GPM36GT5120-B,,1,56.16,,,,,,,,,,,
713,GPM40GT5120-B,,1,62.52,,,,,,,,,,,
714,GPM44GT5120-B,,1,68.89,,,,,,,,,,,
715,GPM48GT5120-B,,1,75.25,,,,,,,,,,,
716,GPM50GT5120-B,,1,78.44,,,,,,,,,,,
717,GPM60GT5120-B,,1,94.35,,,,,,,,,,,
718,GPM14GT5150-B,,1,21.14,,,,,,,,,,,
719,GPM15GT5150-B,,1,22.73,,,,,,,,,,,
720,GPM16GT5150-B,,1,24.32,,,,,,,,,,,
721,GPM18GT5150-B,,1,27.51,,,,,,,,,,,
722,GPM20GT5150-B,,1,30.69,,,,,,,,,,,
723,GPM22GT5150-B,,1,33.87,,,,,,,,,,,
724,GPM24GT5150-B,,1,37.06,,,,,,,,,,,
725,GPM25GT5150-B,,1,38.65,,,,,,,,,,,
726,GPM26GT5150-B,,1,40.24,,,,,,,,,,,
727,GPM28GT5150-B,,1,43.42,,,,,,,,,,,
728,GPM30GT5150-B,,1,46.61,,,,,,,,,,,
729,GPM32GT5150-B,,1,49.79,,,,,,,,,,,
730,GPM34GT5150-B,,1,52.97,,,,,,,,,,,
731,GPM36GT5150-B,,1,56.16,,,,,,,,,,,
732,GPM40GT5150-B,,1,62.52,,,,,,,,,,,
733,GPM44GT5150-B,,1,68.89,,,,,,,,,,,
734,GPM48GT5150-B,,1,75.25,,,,,,,,,,,
735,GPM50GT5150-B,,1,78.44,,,,,,,,,,,
736,GPM60GT5150-B,,1,94.35,,,,,,,,,,,
737,GPA20YU8150-A,,1,49.56,,,,,,,,,,,
738,GPA22YU8150-A,,1,54.65,,,,,,,,,,,
739,GPA24YU8150-A,,1,59.75,,,,,,,,,,,
740,GPA25YU8150-A,,1,62.29,,,,,,,,,,,
741,GPA26YU8150-A,,1,64.84,,,,,,,,,,,
742,GPA28YU8150-A,,1,69.93,,,,,,,,,,,
743,GPA30YU8150-A,,1,75.2,,,,,,,,,,,
744,GPA32YU8150-A,,1,80.12,,,,,,,,,,,
745,GPA34YU8150-A,,1,85.21,,,,,,,,,,,
746,GPA36YU8150-A,,1,90.3,,,,,,,,,,,
747,GPA38YU8150-A,,1,95.4,,,,,,,,,,,
748,GPA40YU8150-A,,1,100.49,,,,,,,,,,,
749,GPA44YU8150-A,,1,110.68,,,,,,,,,,,
750,GPA48YU8150-A,,1,120.86,,,,,,,,,,,
751,GPA50YU8150-A,,1,125.95,,,,,,,,,,,
752,GPA60YU8150-A,,1,151.42,,,,,,,,,,,
753,GPA20YU8200-A,,1,49.56,,,,,,,,,,,
754,GPA22YU8200-A,,1,54.65,,,,,,,,,,,
755,GPA24YU8200-A,,1,59.75,,,,,,,,,,,
756,GPA25YU8200-A,,1,62.29,,,,,,,,,,,
757,GPA26YU8200-A,,1,64.84,,,,,,,,,,,
758,GPA28YU8200-A,,1,69.93,,,,,,,,,,,
759,GPA30YU8200-A,,1,75.2,,,,,,,,,,,
760,GPA32YU8200-A,,1,80.12,,,,,,,,,,,
761,GPA34YU8200-A,,1,85.21,,,,,,,,,,,
762,GPA36YU8200-A,,1,90.3,,,,,,,,,,,
763,GPA38YU8200-A,,1,95.4,,,,,,,,,,,
764,GPA40YU8200-A,,1,100.49,,,,,,,,,,,
765,GPA44YU8200-A,,1,110.68,,,,,,,,,,,
766,GPA48YU8200-A,,1,120.86,,,,,,,,,,,
767,GPA50YU8200-A,,1,125.95,,,,,,,,,,,
768,GPA60YU8200-A,,1,151.42,,,,,,,,,,,
769,GPA20YU8250-A,,1,49.56,,,,,,,,,,,
770,GPA22YU8250-A,,1,54.65,,,,,,,,,,,
771,GPA24YU8250-A,,1,59.75,,,,,,,,,,,
772,GPA25YU8250-A,,1,62.29,,,,,,,,,,,
773,GPA26YU8250-A,,1,64.84,,,,,,,,,,,
774,GPA28YU8250-A,,1,69.93,,,,,,,,,,,
775,GPA30YU8250-A,,1,75.2,,,,,,,,,,,
776,GPA32YU8250-A,,1,80.12,,,,,,,,,,,
777,GPA34YU8250-A,,1,85.21,,,,,,,,,,,
778,GPA36YU8250-A,,1,90.3,,,,,,,,,,,
779,GPA38YU8250-A,,1,95.4,,,,,,,,,,,
780,GPA40YU8250-A,,1,100.49,,,,,,,,,,,
781,GPA44YU8250-A,,1,110.68,,,,,,,,,,,
782,GPA48YU8250-A,,1,120.86,,,,,,,,,,,
783,GPA50YU8250-A,,1,125.95,,,,,,,,,,,
784,GPA60YU8250-A,,1,151.42,,,,,,,,,,,
785,GPT20YU8150-A,,1,49.56,,,,,,,,,,,
786,GPT22YU8150-A,,1,54.65,,,,,,,,,,,
787,GPT24YU8150-A,,1,59.75,,,,,,,,,,,
788,GPT25YU8150-A,,1,62.29,,,,,,,,,,,
789,GPT26YU8150-A,,1,64.84,,,,,,,,,,,
790,GPT28YU8150-A,,1,69.93,,,,,,,,,,,
791,GPT30YU8150-A,,1,75.2,,,,,,,,,,,
792,GPT32YU8150-A,,1,80.12,,,,,,,,,,,
793,GPT34YU8150-A,,1,85.21,,,,,,,,,,,
794,GPT36YU8150-A,,1,90.3,,,,,,,,,,,
795,GPT38YU8150-A,,1,95.4,,,,,,,,,,,
796,GPT40YU8150-A,,1,100.49,,,,,,,,,,,
797,GPT44YU8150-A,,1,110.68,,,,,,,,,,,
798,GPT48YU8150-A,,1,120.86,,,,,,,,,,,
799,GPT50YU8150-A,,1,125.95,,,,,,,,,,,
800,GPT60YU8150-A,,1,151.42,,,,,,,,,,,
801,GPT20YU8200-A,,1,49.56,,,,,,,,,,,
802,GPT22YU8200-A,,1,54.65,,,,,,,,,,,
803,GPT24YU8200-A,,1,59.75,,,,,,,,,,,
804,GPT25YU8200-A,,1,62.29,,,,,,,,,,,
805,GPT26YU8200-A,,1,64.84,,,,,,,,,,,
806,GPT28YU8200-A,,1,69.93,,,,,,,,,,,
807,GPT30YU8200-A,,1,75.2,,,,,,,,,,,
808,GPT32YU8200-A,,1,80.12,,,,,,,,,,,
809,GPT34YU8200-A,,1,85.21,,,,,,,,,,,
810,GPT36YU8200-A,,1,90.3,,,,,,,,,,,
811,GPT38YU8200-A,,1,95.4,,,,,,,,,,,
812,GPT40YU8200-A,,1,100.49,,,,,,,,,,,
813,GPT44YU8200-A,,1,110.68,,,,,,,,,,,
814,GPT48YU8200-A,,1,120.86,,,,,,,,,,,
815,GPT50YU8200-A,,1,125.95,,,,,,,,,,,
816,GPT60YU8200-A,,1,151.42,,,,,,,,,,,
817,GPT20YU8250-A,,1,49.56,,,,,,,,,,,
818,GPT22YU8250-A,,1,54.65,,,,,,,,,,,
819,GPT24YU8250-A,,1,59.75,,,,,,,,,,,
820,GPT25YU8250-A,,1,62.29,,,,,,,,,,,
821,GPT26YU8250-A,,1,64.84,,,,,,,,,,,
822,GPT28YU8250-A,,1,69.93,,,,,,,,,,,
823,GPT30YU8250-A,,1,75.2,,,,,,,,,,,
824,GPT32YU8250-A,,1,80.12,,,,,,,,,,,
825,GPT34YU8250-A,,1,85.21,,,,,,,,,,,
826,GPT36YU8250-A,,1,90.3,,,,,,,,,,,
827,GPT38YU8250-A,,1,95.4,,,,,,,,,,,
828,GPT40YU8250-A,,1,100.49,,,,,,,,,,,
829,GPT44YU8250-A,,1,110.68,,,,,,,,,,,
830,GPT48YU8250-A,,1,120.86,,,,,,,,,,,
831,GPT50YU8250-A,,1,125.95,,,,,,,,,,,
832,GPT60YU8250-A,,1,151.42,,,,,,,,,,,
833,GPM20YU8150-A,,1,49.56,,,,,,,,,,,
834,GPM22YU8150-A,,1,54.65,,,,,,,,,,,
835,GPM24YU8150-A,,1,59.75,,,,,,,,,,,
836,GPM25YU8150-A,,1,62.29,,,,,,,,,,,
837,GPM26YU8150-A,,1,64.84,,,,,,,,,,,
838,GPM28YU8150-A,,1,69.93,,,,,,,,,,,
839,GPM30YU8150-A,,1,75.2,,,,,,,,,,,
840,GPM32YU8150-A,,1,80.12,,,,,,,,,,,
841,GPM34YU8150-A,,1,85.21,,,,,,,,,,,
842,GPM36YU8150-A,,1,90.3,,,,,,,,,,,
843,GPM38YU8150-A,,1,95.4,,,,,,,,,,,
844,GPM40YU8150-A,,1,100.49,,,,,,,,,,,
845,GPM44YU8150-A,,1,110.68,,,,,,,,,,,
846,GPM48YU8150-A,,1,120.86,,,,,,,,,,,
847,GPM50YU8150-A,,1,125.95,,,,,,,,,,,
848,GPM60YU8150-A,,1,151.42,,,,,,,,,,,
849,GPM20YU8200-A,,1,49.56,,,,,,,,,,,
850,GPM22YU8200-A,,1,54.65,,,,,,,,,,,
851,GPM24YU8200-A,,1,59.75,,,,,,,,,,,
852,GPM25YU8200-A,,1,62.29,,,,,,,,,,,
853,GPM26YU8200-A,,1,64.84,,,,,,,,,,,
854,GPM28YU8200-A,,1,69.93,,,,,,,,,,,
855,GPM30YU8200-A,,1,75.2,,,,,,,,,,,
856,GPM32YU8200-A,,1,80.12,,,,,,,,,,,
857,GPM34YU8200-A,,1,85.21,,,,,,,,,,,
858,GPM36YU8200-A,,1,90.3,,,,,,,,,,,
859,GPM38YU8200-A,,1,95.4,,,,,,,,,,,
860,GPM40YU8200-A,,1,100.49,,,,,,,,,,,
861,GPM44YU8200-A,,1,110.68,,,,,,,,,,,
862,GPM48YU8200-A,,1,120.86,,,,,,,,,,,
863,GPM50YU8200-A,,1,125.95,,,,,,,,,,,
864,GPM60YU8200-A,,1,151.42,,,,,,,,,,,
865,GPM20YU8250-A,,1,49.56,,,,,,,,,,,
866,GPM22YU8250-A,,1,54.65,,,,,,,,,,,
867,GPM24YU8250-A,,1,59.75,,,,,,,,,,,
868,GPM25YU8250-A,,1,62.29,,,,,,,,,,,
869,GPM26YU8250-A,,1,64.84,,,,,,,,,,,
870,GPM28YU8250-A,,1,69.93,,,,,,,,,,,
871,GPM30YU8250-A,,1,75.2,,,,,,,,,,,
872,GPM32YU8250-A,,1,80.12,,,,,,,,,,,
873,GPM34YU8250-A,,1,85.21,,,,,,,,,,,
874,GPM36YU8250-A,,1,90.3,,,,,,,,,,,
875,GPM38YU8250-A,,1,95.4,,,,,,,,,,,
876,GPM40YU8250-A,,1,100.49,,,,,,,,,,,
877,GPM44YU8250-A,,1,110.68,,,,,,,,,,,
878,GPM48YU8250-A,,1,120.86,,,,,,,,,,,
879,GPM50YU8250-A,,1,125.95,,,,,,,,,,,
880,GPM60YU8250-A,,1,151.42,,,,,,,,,,,
881,GPA20YU8150-B,,1,49.56,,,,,,,,,,,
882,GPA22YU8150-B,,1,54.65,,,,,,,,,,,
883,GPA24YU8150-B,,1,59.75,,,,,,,,,,,
884,GPA25YU8150-B,,1,62.29,,,,,,,,,,,
885,GPA26YU8150-B,,1,64.84,,,,,,,,,,,
886,GPA28YU8150-B,,1,69.93,,,,,,,,,,,
887,GPA30YU8150-B,,1,75.2,,,,,,,,,,,
888,GPA32YU8150-B,,1,80.12,,,,,,,,,,,
889,GPA34YU8150-B,,1,85.21,,,,,,,,,,,
890,GPA36YU8150-B,,1,90.3,,,,,,,,,,,
891,GPA38YU8150-B,,1,95.4,,,,,,,,,,,
892,GPA40YU8150-B,,1,100.49,,,,,,,,,,,
