NO,TYPE,DRAWING,DISPFLG,#500,#501,#600,#601,#1,#602
37557,GPK62MR2090-A,test1-0.jpg,1,38.95,62,42,0.759,,
37558,GPK68MR2090-A,test1-0.jpg,1,42.78,68,42,0.759,,
37559,GPK72MR2090-A,test1-0.jpg,1,45.33,72,42,0.749,,
37560,GPT12MR2060-K,test1-2.jpg,1,7.13,12,38,0.749,,
37561,GPT13MR2060-K,test1-2.jpg,1,7.77,13,39,0.749,,
37562,GPT14MR2060-K,test1-2.jpg,1,8.4,14,39,0.749,,
37563,GPT15MR2060-K,test1-2.jpg,1,9.04,15,39,0.749,,
37564,GPT16MR2060-K,test1-2.jpg,1,9.65,16,39,0.749,,
37565,GPT17MR2060-K,test1-2.jpg,1,10.31,17,39,0.749,,
37566,GPT18MR2060-K,test1-2.jpg,1,10.95,18,39,0.749,,
37567,GPT19MR2060-K,test1-2.jpg,1,11.59,19,40,0.749,,
37568,GPT20MR2060-K,test1-2.jpg,1,12.22,20,40,0.749,,
37569,GPT21MR2060-K,test1-2.jpg,1,12.88,21,40,0.749,,
37570,GPT22MR2060-K,test1-2.jpg,1,13.5,22,40,0.749,,
37571,GPT24MR2060-K,test1-2.jpg,1,14.77,24,40,0.749,,
37572,GPT25MR2060-K,test1-2.jpg,1,15.41,25,40,0.749,,
37573,GPT26MR2060-K,test1-2.jpg,1,16.04,26,40,0.749,,
37574,GPT28MR2060-K,test1-2.jpg,1,17.32,28,40,0.749,,
37575,GPT30MR2060-K,test1-2.jpg,1,18.59,30,40,0.749,,
37576,GPT32MR2060-B,test1-1.jpg,1,19.95,32,40,0.749,,
37577,GPT34MR2060-B,test1-1.jpg,1,21.14,34,40,0.749,,
37578,GPT36MR2060-B,test1-1.jpg,1,22.41,36,41,0.759,,
37579,GPT40MR2060-B,test1-1.jpg,1,24.95,40,41,0.759,,
37580,GPT42MR2060-B,test1-1.jpg,1,25.23,42,41,0.759,,
37581,GPT44MR2060-B,test1-1.jpg,1,27.5,44,41,0.759,,
37582,GPT45MR2060-B,test1-1.jpg,1,28.14,45,41,0.759,,
37583,GPT48MR2060-B,test1-1.jpg,1,30.05,48,41,0.759,,
37584,GPT50MR2060-B,test1-1.jpg,1,31.32,50,41,0.759,,
37585,GPT56MR2060-B,test1-1.jpg,1,35.14,56,41,0.759,,
37586,GPT60MR2060-B,test1-1.jpg,1,37.59,60,41,0.759,,
37587,GPT62MR2060-B,test1-1.jpg,1,38.95,62,42,0.759,,
37588,GPT68MR2060-B,test1-1.jpg,1,42.78,68,42,0.759,,
37589,GPT72MR2060-B,test1-1.jpg,1,45.33,72,42,0.749,,
37590,GPT12MR2060-A,test1-0.jpg,1,7.13,12,38,0.749,,
37591,GPT13MR2060-A,test1-0.jpg,1,7.77,13,39,0.749,,
37592,GPT14MR2060-A,test1-0.jpg,1,8.4,14,39,0.749,,
37593,GPT15MR2060-A,test1-0.jpg,1,9.04,15,39,0.749,,
37594,GPT16MR2060-A,test1-0.jpg,1,9.65,16,39,0.749,,
37595,GPT17MR2060-A,test1-0.jpg,1,10.31,17,39,0.749,,
37596,GPT18MR2060-A,test1-0.jpg,1,10.95,18,39,0.749,,
37597,GPT19MR2060-A,test1-0.jpg,1,11.59,19,40,0.749,,
37598,GPT20MR2060-A,test1-0.jpg,1,12.22,20,40,0.749,,
37599,GPT21MR2060-A,test1-0.jpg,1,12.88,21,40,0.749,,
37600,GPT22MR2060-A,test1-0.jpg,1,13.5,22,40,0.749,,
37601,GPT24MR2060-A,test1-0.jpg,1,14.77,24,40,0.749,,
37602,GPT25MR2060-A,test1-0.jpg,1,15.41,25,40,0.749,,
37603,GPT26MR2060-A,test1-0.jpg,1,16.04,26,40,0.749,,
37604,GPT28MR2060-A,test1-0.jpg,1,17.32,28,40,0.749,,
37605,GPT30MR2060-A,test1-0.jpg,1,18.59,30,40,0.749,,
37606,GPT32MR2060-A,test1-0.jpg,1,19.95,32,40,0.749,,
37607,GPT34MR2060-A,test1-0.jpg,1,21.14,34,40,0.749,,
37608,GPT36MR2060-A,test1-0.jpg,1,22.41,36,41,0.759,,
37609,GPT40MR2060-A,test1-0.jpg,1,24.95,40,41,0.759,,
37610,GPT42MR2060-A,test1-0.jpg,1,25.23,42,41,0.759,,
37611,GPT44MR2060-A,test1-0.jpg,1,27.5,44,41,0.759,,
37612,GPT45MR2060-A,test1-0.jpg,1,28.14,45,41,0.759,,
37613,GPT48MR2060-A,test1-0.jpg,1,30.05,48,41,0.759,,
37614,GPT50MR2060-A,test1-0.jpg,1,31.32,50,41,0.759,,
37615,GPT56MR2060-A,test1-0.jpg,1,35.14,56,41,0.759,,
37616,GPT60MR2060-A,test1-0.jpg,1,37.59,60,41,0.759,,
37617,GPT62MR2060-A,test1-0.jpg,1,38.95,62,42,0.759,,
37618,GPT68MR2060-A,test1-0.jpg,1,42.78,68,42,0.759,,
37619,GPT72MR2060-A,test1-0.jpg,1,45.33,72,42,0.749,,
37620,GPT12MR2090-K,test1-2.jpg,1,7.13,12,38,0.749,,
37621,GPT13MR2090-K,test1-2.jpg,1,7.77,13,39,0.749,,
37622,GPT14MR2090-K,test1-2.jpg,1,8.4,14,39,0.749,,
37623,GPT15MR2090-K,test1-2.jpg,1,9.04,15,39,0.749,,
37624,GPT16MR2090-K,test1-2.jpg,1,9.65,16,39,0.749,,
37625,GPT17MR2090-K,test1-2.jpg,1,10.31,17,39,0.749,,
37626,GPT18MR2090-K,test1-2.jpg,1,10.95,18,39,0.749,,
37627,GPT19MR2090-K,test1-2.jpg,1,11.59,19,40,0.749,,
37628,GPT20MR2090-K,test1-2.jpg,1,12.22,20,40,0.749,,
37629,GPT21MR2090-K,test1-2.jpg,1,12.88,21,40,0.749,,
37630,GPT22MR2090-K,test1-2.jpg,1,13.5,22,40,0.749,,
37631,GPT24MR2090-K,test1-2.jpg,1,14.77,24,40,0.749,,
37632,GPT25MR2090-K,test1-2.jpg,1,15.41,25,40,0.749,,
37633,GPT26MR2090-K,test1-2.jpg,1,16.04,26,40,0.749,,
37634,GPT28MR2090-K,test1-2.jpg,1,17.32,28,40,0.749,,
37635,GPT30MR2090-K,test1-2.jpg,1,18.59,30,40,0.749,,
37636,GPT32MR2090-B,test1-1.jpg,1,19.95,32,40,0.749,,
37637,GPT34MR2090-B,test1-1.jpg,1,21.14,34,40,0.749,,
37638,GPT36MR2090-B,test1-1.jpg,1,22.41,36,41,0.759,,
37639,GPT40MR2090-B,test1-1.jpg,1,24.95,40,41,0.759,,
37640,GPT42MR2090-B,test1-1.jpg,1,25.23,42,41,0.759,,
37641,GPT44MR2090-B,test1-1.jpg,1,27.5,44,41,0.759,,
37642,GPT45MR2090-B,test1-1.jpg,1,28.14,45,41,0.759,,
37643,GPT48MR2090-B,test1-1.jpg,1,30.05,48,41,0.759,,
37644,GPT50MR2090-B,test1-1.jpg,1,31.32,50,41,0.759,,
37645,GPT56MR2090-B,test1-1.jpg,1,35.14,56,41,0.759,,
37646,GPT60MR2090-B,test1-1.jpg,1,37.59,60,41,0.759,,
37647,GPT62MR2090-B,test1-1.jpg,1,38.95,62,42,0.759,,
37648,GPT68MR2090-B,test1-1.jpg,1,42.78,68,42,0.759,,
37649,GPT72MR2090-B,test1-1.jpg,1,45.33,72,42,0.749,,
37650,GPT12MR2090-A,test1-0.jpg,1,7.13,12,38,0.749,,
37651,GPT13MR2090-A,test1-0.jpg,1,7.77,13,39,0.749,,
37652,GPT14MR2090-A,test1-0.jpg,1,8.4,14,39,0.749,,
37653,GPT15MR2090-A,test1-0.jpg,1,9.04,15,39,0.749,,
37654,GPT16MR2090-A,test1-0.jpg,1,9.65,16,39,0.749,,
37655,GPT17MR2090-A,test1-0.jpg,1,10.31,17,39,0.749,,
37656,GPT18MR2090-A,test1-0.jpg,1,10.95,18,39,0.749,,
37657,GPT19MR2090-A,test1-0.jpg,1,11.59,19,40,0.749,,
37658,GPT20MR2090-A,test1-0.jpg,1,12.22,20,40,0.749,,
37659,GPT21MR2090-A,test1-0.jpg,1,12.88,21,40,0.749,,
37660,GPT22MR2090-A,test1-0.jpg,1,13.5,22,40,0.749,,
37661,GPT24MR2090-A,test1-0.jpg,1,14.77,24,40,0.749,,
37662,GPT25MR2090-A,test1-0.jpg,1,15.41,25,40,0.749,,
37663,GPT26MR2090-A,test1-0.jpg,1,16.04,26,40,0.749,,
37664,GPT28MR2090-A,test1-0.jpg,1,17.32,28,40,0.749,,
37665,GPT30MR2090-A,test1-0.jpg,1,18.59,30,40,0.749,,
37666,GPT32MR2090-A,test1-0.jpg,1,19.95,32,40,0.749,,
37667,GPT34MR2090-A,test1-0.jpg,1,21.14,34,40,0.749,,
37668,GPT36MR2090-A,test1-0.jpg,1,22.41,36,41,0.759,,
37669,GPT40MR2090-A,test1-0.jpg,1,24.95,40,41,0.759,,
37670,GPT42MR2090-A,test1-0.jpg,1,25.23,42,41,0.759,,
37671,GPT44MR2090-A,test1-0.jpg,1,27.5,44,41,0.759,,
37672,GPT45MR2090-A,test1-0.jpg,1,28.14,45,41,0.759,,
37673,GPT48MR2090-A,test1-0.jpg,1,30.05,48,41,0.759,,
37674,GPT50MR2090-A,test1-0.jpg,1,31.32,50,41,0.759,,
37675,GPT56MR2090-A,test1-0.jpg,1,35.14,56,41,0.759,,
37676,GPT60MR2090-A,test1-0.jpg,1,37.59,60,41,0.759,,
37677,GPT62MR2090-A,test1-0.jpg,1,38.95,62,42,0.759,,
37678,GPT68MR2090-A,test1-0.jpg,1,42.78,68,42,0.759,,
37679,GPT72MR2090-A,test1-0.jpg,1,45.33,72,42,0.749,,
37680,GPM12MR2060-K,test1-2.jpg,1,7.13,12,38,0.749,,
37681,GPM13MR2060-K,test1-2.jpg,1,7.77,13,39,0.749,,
37682,GPM14MR2060-K,test1-2.jpg,1,8.4,14,39,0.749,,
37683,GPM15MR2060-K,test1-2.jpg,1,9.04,15,39,0.749,,
37684,GPM16MR2060-K,test1-2.jpg,1,9.65,16,39,0.749,,
37685,GPM17MR2060-K,test1-2.jpg,1,10.31,17,39,0.749,,
37686,GPM18MR2060-K,test1-2.jpg,1,10.95,18,39,0.749,,
37687,GPM19MR2060-K,test1-2.jpg,1,11.59,19,40,0.749,,
37688,GPM20MR2060-K,test1-2.jpg,1,12.22,20,40,0.749,,
37689,GPM21MR2060-K,test1-2.jpg,1,12.88,21,40,0.749,,
37690,GPM22MR2060-K,test1-2.jpg,1,13.5,22,40,0.749,,
37691,GPM24MR2060-K,test1-2.jpg,1,14.77,24,40,0.749,,
37692,GPM25MR2060-K,test1-2.jpg,1,15.41,25,40,0.749,,
37693,GPM26MR2060-K,test1-2.jpg,1,16.04,26,40,0.749,,
37694,GPM28MR2060-K,test1-2.jpg,1,17.32,28,40,0.749,,
37695,GPM30MR2060-K,test1-2.jpg,1,18.59,30,40,0.749,,
37696,GPM32MR2060-B,test1-1.jpg,1,19.95,32,40,0.749,,
37697,GPM34MR2060-B,test1-1.jpg,1,21.14,34,40,0.749,,
37698,GPM36MR2060-B,test1-1.jpg,1,22.41,36,41,0.759,,
37699,GPM40MR2060-B,test1-1.jpg,1,24.95,40,41,0.759,,
37700,GPM42MR2060-B,test1-1.jpg,1,25.23,42,41,0.759,,
37701,GPM44MR2060-B,test1-1.jpg,1,27.5,44,41,0.759,,
37702,GPM45MR2060-B,test1-1.jpg,1,28.14,45,41,0.759,,
37703,GPM48MR2060-B,test1-1.jpg,1,30.05,48,41,0.759,,
37704,GPM50MR2060-B,test1-1.jpg,1,31.32,50,41,0.759,,
37705,GPM56MR2060-B,test1-1.jpg,1,35.14,56,41,0.759,,
37706,GPM60MR2060-B,test1-1.jpg,1,37.59,60,41,0.759,,
37707,GPM62MR2060-B,test1-1.jpg,1,38.95,62,42,0.759,,
37708,GPM68MR2060-B,test1-1.jpg,1,42.78,68,42,0.759,,
37709,GPM72MR2060-B,test1-1.jpg,1,45.33,72,42,0.749,,
37710,GPM12MR2060-A,test1-0.jpg,1,7.13,12,38,0.749,,
37711,GPM13MR2060-A,test1-0.jpg,1,7.77,13,39,0.749,,
37712,GPM14MR2060-A,test1-0.jpg,1,8.4,14,39,0.749,,
37713,GPM15MR2060-A,test1-0.jpg,1,9.04,15,39,0.749,,
37714,GPM16MR2060-A,test1-0.jpg,1,9.65,16,39,0.749,,
37715,GPM17MR2060-A,test1-0.jpg,1,10.31,17,39,0.749,,
37716,GPM18MR2060-A,test1-0.jpg,1,10.95,18,39,0.749,,
37717,GPM19MR2060-A,test1-0.jpg,1,11.59,19,40,0.749,,
37718,GPM20MR2060-A,test1-0.jpg,1,12.22,20,40,0.749,,
37719,GPM21MR2060-A,test1-0.jpg,1,12.88,21,40,0.749,,
37720,GPM22MR2060-A,test1-0.jpg,1,13.5,22,40,0.749,,
37721,GPM24MR2060-A,test1-0.jpg,1,14.77,24,40,0.749,,
37722,GPM25MR2060-A,test1-0.jpg,1,15.41,25,40,0.749,,
37723,GPM26MR2060-A,test1-0.jpg,1,16.04,26,40,0.749,,
37724,GPM28MR2060-A,test1-0.jpg,1,17.32,28,40,0.749,,
37725,GPM30MR2060-A,test1-0.jpg,1,18.59,30,40,0.749,,
37726,GPM32MR2060-A,test1-0.jpg,1,19.95,32,40,0.749,,
37727,GPM34MR2060-A,test1-0.jpg,1,21.14,34,40,0.749,,
37728,GPM36MR2060-A,test1-0.jpg,1,22.41,36,41,0.759,,
37729,GPM40MR2060-A,test1-0.jpg,1,24.95,40,41,0.759,,
37730,GPM42MR2060-A,test1-0.jpg,1,25.23,42,41,0.759,,
37731,GPM44MR2060-A,test1-0.jpg,1,27.5,44,41,0.759,,
37732,GPM45MR2060-A,test1-0.jpg,1,28.14,45,41,0.759,,
37733,GPM48MR2060-A,test1-0.jpg,1,30.05,48,41,0.759,,
37734,GPM50MR2060-A,test1-0.jpg,1,31.32,50,41,0.759,,
37735,GPM56MR2060-A,test1-0.jpg,1,35.14,56,41,0.759,,
37736,GPM60MR2060-A,test1-0.jpg,1,37.59,60,41,0.759,,
37737,GPM62MR2060-A,test1-0.jpg,1,38.95,62,42,0.759,,
37738,GPM68MR2060-A,test1-0.jpg,1,42.78,68,42,0.759,,
37739,GPM72MR2060-A,test1-0.jpg,1,45.33,72,42,0.749,,
37740,GPM12MR2090-K,test1-2.jpg,1,7.13,12,38,0.749,,
37741,GPM13MR2090-K,test1-2.jpg,1,7.77,13,39,0.749,,
37742,GPM14MR2090-K,test1-2.jpg,1,8.4,14,39,0.749,,
37743,GPM15MR2090-K,test1-2.jpg,1,9.04,15,39,0.749,,
37744,GPM16MR2090-K,test1-2.jpg,1,9.65,16,39,0.749,,
37745,GPM17MR2090-K,test1-2.jpg,1,10.31,17,39,0.749,,
37746,GPM18MR2090-K,test1-2.jpg,1,10.95,18,39,0.749,,
37747,GPM19MR2090-K,test1-2.jpg,1,11.59,19,40,0.749,,
37748,GPM20MR2090-K,test1-2.jpg,1,12.22,20,40,0.749,,
37749,GPM21MR2090-K,test1-2.jpg,1,12.88,21,40,0.749,,
37750,GPM22MR2090-K,test1-2.jpg,1,13.5,22,40,0.749,,
37751,GPM24MR2090-K,test1-2.jpg,1,14.77,24,40,0.749,,
37752,GPM25MR2090-K,test1-2.jpg,1,15.41,25,40,0.749,,
37753,GPM26MR2090-K,test1-2.jpg,1,16.04,26,40,0.749,,
37754,GPM28MR2090-K,test1-2.jpg,1,17.32,28,40,0.749,,
37755,GPM30MR2090-K,test1-2.jpg,1,18.59,30,40,0.749,,
37756,GPM32MR2090-B,test1-1.jpg,1,19.95,32,40,0.749,,
37757,GPM34MR2090-B,test1-1.jpg,1,21.14,34,40,0.749,,
37758,GPM36MR2090-B,test1-1.jpg,1,22.41,36,41,0.759,,
37759,GPM40MR2090-B,test1-1.jpg,1,24.95,40,41,0.759,,
37760,GPM42MR2090-B,test1-1.jpg,1,25.23,42,41,0.759,,
37761,GPM44MR2090-B,test1-1.jpg,1,27.5,44,41,0.759,,
37762,GPM45MR2090-B,test1-1.jpg,1,28.14,45,41,0.759,,
37763,GPM48MR2090-B,test1-1.jpg,1,30.05,48,41,0.759,,
37764,GPM50MR2090-B,test1-1.jpg,1,31.32,50,41,0.759,,
37765,GPM56MR2090-B,test1-1.jpg,1,35.14,56,41,0.759,,
37766,GPM60MR2090-B,test1-1.jpg,1,37.59,60,41,0.759,,
37767,GPM62MR2090-B,test1-1.jpg,1,38.95,62,42,0.759,,
37768,GPM68MR2090-B,test1-1.jpg,1,42.78,68,42,0.759,,
37769,GPM72MR2090-B,test1-1.jpg,1,45.33,72,42,0.749,,
37770,GPM12MR2090-A,test1-0.jpg,1,7.13,12,38,0.749,,
37771,GPM13MR2090-A,test1-0.jpg,1,7.77,13,39,0.749,,
37772,GPM14MR2090-A,test1-0.jpg,1,8.4,14,39,0.749,,
37773,GPM15MR2090-A,test1-0.jpg,1,9.04,15,39,0.749,,
37774,GPM16MR2090-A,test1-0.jpg,1,9.65,16,39,0.749,,
37775,GPM17MR2090-A,test1-0.jpg,1,10.31,17,39,0.749,,
37776,GPM18MR2090-A,test1-0.jpg,1,10.95,18,39,0.749,,
37777,GPM19MR2090-A,test1-0.jpg,1,11.59,19,40,0.749,,
37778,GPM20MR2090-A,test1-0.jpg,1,12.22,20,40,0.749,,
37779,GPM21MR2090-A,test1-0.jpg,1,12.88,21,40,0.749,,
37780,GPM22MR2090-A,test1-0.jpg,1,13.5,22,40,0.749,,
37781,GPM24MR2090-A,test1-0.jpg,1,14.77,24,40,0.749,,
37782,GPM25MR2090-A,test1-0.jpg,1,15.41,25,40,0.749,,
37783,GPM26MR2090-A,test1-0.jpg,1,16.04,26,40,0.749,,
37784,GPM28MR2090-A,test1-0.jpg,1,17.32,28,40,0.749,,
37785,GPM30MR2090-A,test1-0.jpg,1,18.59,30,40,0.749,,
37786,GPM32MR2090-A,test1-0.jpg,1,19.95,32,40,0.749,,
37787,GPM34MR2090-A,test1-0.jpg,1,21.14,34,40,0.749,,
37788,GPM36MR2090-A,test1-0.jpg,1,22.41,36,41,0.759,,
37789,GPM40MR2090-A,test1-0.jpg,1,24.95,40,41,0.759,,
37790,GPM42MR2090-A,test1-0.jpg,1,25.23,42,41,0.759,,
37791,GPM44MR2090-A,test1-0.jpg,1,27.5,44,41,0.759,,
37792,GPM45MR2090-A,test1-0.jpg,1,28.14,45,41,0.759,,
37793,GPM48MR2090-A,test1-0.jpg,1,30.05,48,41,0.759,,
37794,GPM50MR2090-A,test1-0.jpg,1,31.32,50,41,0.759,,
37795,GPM56MR2090-A,test1-0.jpg,1,35.14,56,41,0.759,,
37796,GPM60MR2090-A,test1-0.jpg,1,37.59,60,41,0.759,,
37797,GPM62MR2090-A,test1-0.jpg,1,38.95,62,42,0.759,,
37798,GPM68MR2090-A,test1-0.jpg,1,42.78,68,42,0.759,,
37799,GPM72MR2090-A,test1-0.jpg,1,45.33,72,42,0.749,,
37800,GPP12MR2060-K,test1-2.jpg,1,7.13,12,38,0.749,,
37801,GPP13MR2060-K,test1-2.jpg,1,7.77,13,39,0.749,,
37802,GPP14MR2060-K,test1-2.jpg,1,8.4,14,39,0.749,,
37803,GPP15MR2060-K,test1-2.jpg,1,9.04,15,39,0.749,,
37804,GPP16MR2060-K,test1-2.jpg,1,9.65,16,39,0.749,,
37805,GPP17MR2060-K,test1-2.jpg,1,10.31,17,39,0.749,,
37806,GPP18MR2060-K,test1-2.jpg,1,10.95,18,39,0.749,,
37807,GPP19MR2060-K,test1-2.jpg,1,11.59,19,40,0.749,,
37808,GPP20MR2060-K,test1-2.jpg,1,12.22,20,40,0.749,,
37809,GPP21MR2060-K,test1-2.jpg,1,12.88,21,40,0.749,,
37810,GPP22MR2060-K,test1-2.jpg,1,13.5,22,40,0.749,,
37811,GPP24MR2060-K,test1-2.jpg,1,14.77,24,40,0.749,,
37812,GPP25MR2060-K,test1-2.jpg,1,15.41,25,40,0.749,,
37813,GPP26MR2060-K,test1-2.jpg,1,16.04,26,40,0.749,,
37814,GPP28MR2060-K,test1-2.jpg,1,17.32,28,40,0.749,,
37815,GPP30MR2060-K,test1-2.jpg,1,18.59,30,40,0.749,,
37816,GPP32MR2060-B,test1-1.jpg,1,19.95,32,40,0.749,,
37817,GPP34MR2060-B,test1-1.jpg,1,21.14,34,40,0.749,,
37818,GPP36MR2060-B,test1-1.jpg,1,22.41,36,41,0.759,,
37819,GPP40MR2060-B,test1-1.jpg,1,24.95,40,41,0.759,,
37820,GPP42MR2060-B,test1-1.jpg,1,25.23,42,41,0.759,,
37821,GPP44MR2060-B,test1-1.jpg,1,27.5,44,41,0.759,,
37822,GPP45MR2060-B,test1-1.jpg,1,28.14,45,41,0.759,,
37823,GPP48MR2060-B,test1-1.jpg,1,30.05,48,41,0.759,,
37824,GPP50MR2060-B,test1-1.jpg,1,31.32,50,41,0.759,,
37825,GPP56MR2060-B,test1-1.jpg,1,35.14,56,41,0.759,,
37826,GPP60MR2060-B,test1-1.jpg,1,37.59,60,41,0.759,,
37827,GPP62MR2060-B,test1-1.jpg,1,38.95,62,42,0.759,,
37828,GPP68MR2060-B,test1-1.jpg,1,42.78,68,42,0.759,,
37829,GPP72MR2060-B,test1-1.jpg,1,45.33,72,42,0.749,,
37830,GPP12MR2060-A,test1-0.jpg,1,7.13,12,38,0.749,,
37831,GPP13MR2060-A,test1-0.jpg,1,7.77,13,39,0.749,,
37832,GPP14MR2060-A,test1-0.jpg,1,8.4,14,39,0.749,,
37833,GPP15MR2060-A,test1-0.jpg,1,9.04,15,39,0.749,,
37834,GPP16MR2060-A,test1-0.jpg,1,9.65,16,39,0.749,,
37835,GPP17MR2060-A,test1-0.jpg,1,10.31,17,39,0.749,,
37836,GPP18MR2060-A,test1-0.jpg,1,10.95,18,39,0.749,,
37837,GPP19MR2060-A,test1-0.jpg,1,11.59,19,40,0.749,,
37838,GPP20MR2060-A,test1-0.jpg,1,12.22,20,40,0.749,,
37839,GPP21MR2060-A,test1-0.jpg,1,12.88,21,40,0.749,,
37840,GPP22MR2060-A,test1-0.jpg,1,13.5,22,40,0.749,,
37841,GPP24MR2060-A,test1-0.jpg,1,14.77,24,40,0.749,,
37842,GPP25MR2060-A,test1-0.jpg,1,15.41,25,40,0.749,,
37843,GPP26MR2060-A,test1-0.jpg,1,16.04,26,40,0.749,,
37844,GPP28MR2060-A,test1-0.jpg,1,17.32,28,40,0.749,,
37845,GPP30MR2060-A,test1-0.jpg,1,18.59,30,40,0.749,,
37846,GPP32MR2060-A,test1-0.jpg,1,19.95,32,40,0.749,,
37847,GPP34MR2060-A,test1-0.jpg,1,21.14,34,40,0.749,,
37848,GPP36MR2060-A,test1-0.jpg,1,22.41,36,41,0.759,,
37849,GPP40MR2060-A,test1-0.jpg,1,24.95,40,41,0.759,,
37850,GPP42MR2060-A,test1-0.jpg,1,25.23,42,41,0.759,,
37851,GPP44MR2060-A,test1-0.jpg,1,27.5,44,41,0.759,,
37852,GPP45MR2060-A,test1-0.jpg,1,28.14,45,41,0.759,,
37853,GPP48MR2060-A,test1-0.jpg,1,30.05,48,41,0.759,,
37854,GPP50MR2060-A,test1-0.jpg,1,31.32,50,41,0.759,,
37855,GPP56MR2060-A,test1-0.jpg,1,35.14,56,41,0.759,,
37856,GPP60MR2060-A,test1-0.jpg,1,37.59,60,41,0.759,,
37857,GPP62MR2060-A,test1-0.jpg,1,38.95,62,42,0.759,,
37858,GPP68MR2060-A,test1-0.jpg,1,42.78,68,42,0.759,,
37859,GPP72MR2060-A,test1-0.jpg,1,45.33,72,42,0.749,,
37860,GPP12MR2090-K,test1-2.jpg,1,7.13,12,38,0.749,,
37861,GPP13MR2090-K,test1-2.jpg,1,7.77,13,39,0.749,,
37862,GPP14MR2090-K,test1-2.jpg,1,8.4,14,39,0.749,,
37863,GPP15MR2090-K,test1-2.jpg,1,9.04,15,39,0.749,,
37864,GPP16MR2090-K,test1-2.jpg,1,9.65,16,39,0.749,,
37865,GPP17MR2090-K,test1-2.jpg,1,10.31,17,39,0.749,,
37866,GPP18MR2090-K,test1-2.jpg,1,10.95,18,39,0.749,,
37867,GPP19MR2090-K,test1-2.jpg,1,11.59,19,40,0.749,,
37868,GPP20MR2090-K,test1-2.jpg,1,12.22,20,40,0.749,,
37869,GPP21MR2090-K,test1-2.jpg,1,12.88,21,40,0.749,,
37870,GPP22MR2090-K,test1-2.jpg,1,13.5,22,40,0.749,,
37871,GPP24MR2090-K,test1-2.jpg,1,14.77,24,40,0.749,,
37872,GPP25MR2090-K,test1-2.jpg,1,15.41,25,40,0.749,,
37873,GPP26MR2090-K,test1-2.jpg,1,16.04,26,40,0.749,,
37874,GPP28MR2090-K,test1-2.jpg,1,17.32,28,40,0.749,,
37875,GPP30MR2090-K,test1-2.jpg,1,18.59,30,40,0.749,,
37876,GPP32MR2090-B,test1-1.jpg,1,19.95,32,40,0.749,,
37877,GPP34MR2090-B,test1-1.jpg,1,21.14,34,40,0.749,,
37878,GPP36MR2090-B,test1-1.jpg,1,22.41,36,41,0.759,,
37879,GPP40MR2090-B,test1-1.jpg,1,24.95,40,41,0.759,,
37880,GPP42MR2090-B,test1-1.jpg,1,25.23,42,41,0.759,,
37881,GPP44MR2090-B,test1-1.jpg,1,27.5,44,41,0.759,,
37882,GPP45MR2090-B,test1-1.jpg,1,28.14,45,41,0.759,,
37883,GPP48MR2090-B,test1-1.jpg,1,30.05,48,41,0.759,,
37884,GPP50MR2090-B,test1-1.jpg,1,31.32,50,41,0.759,,
37885,GPP56MR2090-B,test1-1.jpg,1,35.14,56,41,0.759,,
37886,GPP60MR2090-B,test1-1.jpg,1,37.59,60,41,0.759,,
37887,GPP62MR2090-B,test1-1.jpg,1,38.95,62,42,0.759,,
37888,GPP68MR2090-B,test1-1.jpg,1,42.78,68,42,0.759,,
37889,GPP72MR2090-B,test1-1.jpg,1,45.33,72,42,0.749,,
37890,GPP12MR2090-A,test1-0.jpg,1,7.13,12,38,0.749,,
37891,GPP13MR2090-A,test1-0.jpg,1,7.77,13,39,0.749,,
37892,GPP14MR2090-A,test1-0.jpg,1,8.4,14,39,0.749,,
37893,GPP15MR2090-A,test1-0.jpg,1,9.04,15,39,0.749,,
37894,GPP16MR2090-A,test1-0.jpg,1,9.65,16,39,0.749,,
37895,GPP17MR2090-A,test1-0.jpg,1,10.31,17,39,0.749,,
37896,GPP18MR2090-A,test1-0.jpg,1,10.95,18,39,0.749,,
37897,GPP19MR2090-A,test1-0.jpg,1,11.59,19,40,0.749,,
37898,GPP20MR2090-A,test1-0.jpg,1,12.22,20,40,0.749,,
37899,GPP21MR2090-A,test1-0.jpg,1,12.88,21,40,0.749,,
37900,GPP22MR2090-A,test1-0.jpg,1,13.5,22,40,0.749,,
37901,GPP24MR2090-A,test1-0.jpg,1,14.77,24,40,0.749,,
37902,GPP25MR2090-A,test1-0.jpg,1,15.41,25,40,0.749,,
37903,GPP26MR2090-A,test1-0.jpg,1,16.04,26,40,0.749,,
37904,GPP28MR2090-A,test1-0.jpg,1,17.32,28,40,0.749,,
37905,GPP30MR2090-A,test1-0.jpg,1,18.59,30,40,0.749,,
37906,GPP32MR2090-A,test1-0.jpg,1,19.95,32,40,0.749,,
37907,GPP34MR2090-A,test1-0.jpg,1,21.14,34,40,0.749,,
37908,GPP36MR2090-A,test1-0.jpg,1,22.41,36,41,0.759,,
37909,GPP40MR2090-A,test1-0.jpg,1,24.95,40,41,0.759,,
37910,GPP42MR2090-A,test1-0.jpg,1,25.23,42,41,0.759,,
37911,GPP44MR2090-A,test1-0.jpg,1,27.5,44,41,0.759,,
37912,GPP45MR2090-A,test1-0.jpg,1,28.14,45,41,0.759,,
37913,GPP48MR2090-A,test1-0.jpg,1,30.05,48,41,0.759,,
