NO,TYPE,DEFINE1,DEFINE2
33989,GEABB1.0-75-10,,
33990,GEABB1.0-80-10,,
33991,GEABB1.0-84-10,,
33992,GEABB1.0-85-10,,
33993,GEABB1.0-90-10,,
33994,GEABB1.0-95-10,,
33995,GEABB1.0-96-10,,
33996,GEABB1.0-100-10,,
33997,GEABB1.0-110-10,,
33998,GEABB1.0-120-10,,
33999,GEABG1.0-12-10,,
34000,GEABG1.0-13-10,,
34001,GEABG1.0-14-10,,
34002,GEABG1.0-15-10,,
34003,GEABG1.0-16-10,,
34004,GEABG1.0-17-10,,
34005,GEABG1.0-18-10,,
34006,GEABG1.0-19-10,,
34007,GEABG1.0-20-10,,
34008,GEABG1.0-21-10,,
34009,GEABG1.0-22-10,,
34010,GEABG1.0-23-10,,
34011,GEABG1.0-24-10,,
34012,GEABG1.0-25-10,,
34013,GEABG1.0-26-10,,
34014,GEABG1.0-27-10,,
34015,GEABG1.0-28-10,,
34016,GEABG1.0-29-10,,
34017,GEABG1.0-30-10,,
34018,GEABG1.0-12-12,,
34019,GEABG1.0-13-12,,
34020,GEABG1.0-14-12,,
34021,GEABG1.0-15-12,,
34022,GEABG1.0-16-12,,
34023,GEABG1.0-17-12,,
34024,GEABG1.0-18-12,,
34025,GEABG1.0-19-12,,
34026,GEABG1.0-20-12,,
34027,GEABG1.0-21-12,,
34028,GEABG1.0-22-12,,
34029,GEABG1.0-23-12,,
34030,GEABG1.0-24-12,,
34031,GEABG1.0-25-12,,
34032,GEABG1.0-26-12,,
34033,GEABG1.0-27-12,,
34034,GEABG1.0-28-12,,
34035,GEABG1.0-29-12,,
34036,GEABG1.0-30-12,,
34037,GEABG1.0-32-10,,
34038,GEABG1.0-34-10,,
34039,GEABG1.0-35-10,,
34040,GEABG1.0-36-10,,
34041,GEABG1.0-38-10,,
34042,GEABG1.0-40-10,,
34043,GEABG1.0-42-10,,
34044,GEABG1.0-44-10,,
34045,GEABG1.0-45-10,,
34046,GEABG1.0-46-10,,
34047,GEABG1.0-48-10,,
34048,GEABG1.0-50-10,,
34049,GEABG1.0-52-10,,
34050,GEABG1.0-54-10,,
34051,GEABG1.0-55-10,,
34052,GEABG1.0-56-10,,
34053,GEABG1.0-58-10,,
34054,GEABG1.0-60-10,,
34055,GEABG1.0-62-10,,
34056,GEABG1.0-64-10,,
34057,GEABG1.0-65-10,,
34058,GEABG1.0-66-10,,
34059,GEABG1.0-68-10,,
34060,GEABG1.0-70-10,,
34061,GEABG1.0-72-10,,
34062,GEABG1.0-75-10,,
34063,GEABG1.0-80-10,,
34064,GEABG1.0-84-10,,
34065,GEABG1.0-85-10,,
34066,GEABG1.0-90-10,,
34067,GEABG1.0-95-10,,
34068,GEABG1.0-96-10,,
34069,GEABG1.0-100-10,,
34070,GEABG1.0-110-10,,
34071,GEABG1.0-120-10,,
34072,GEAS1.0-12-10,,
34073,GEAS1.0-13-10,,
34074,GEAS1.0-14-10,,
34075,GEAS1.0-15-10,,
34076,GEAS1.0-16-10,,
34077,GEAS1.0-17-10,,
34078,GEAS1.0-18-10,,
34079,GEAS1.0-19-10,,
34080,GEAS1.0-20-10,,
34081,GEAS1.0-21-10,,
34082,GEAS1.0-22-10,,
34083,GEAS1.0-23-10,,
34084,GEAS1.0-24-10,,
34085,GEAS1.0-25-10,,
34086,GEAS1.0-26-10,,
34087,GEAS1.0-27-10,,
34088,GEAS1.0-28-10,,
34089,GEAS1.0-29-10,,
34090,GEAS1.0-30-10,,
34091,GEAS1.0-12-12,,
34092,GEAS1.0-13-12,,
34093,GEAS1.0-14-12,,
34094,GEAS1.0-15-12,,
34095,GEAS1.0-16-12,,
34096,GEAS1.0-17-12,,
34097,GEAS1.0-18-12,,
34098,GEAS1.0-19-12,,
34099,GEAS1.0-20-12,,
34100,GEAS1.0-21-12,,
34101,GEAS1.0-22-12,,
34102,GEAS1.0-23-12,,
34103,GEAS1.0-24-12,,
34104,GEAS1.0-25-12,,
34105,GEAS1.0-26-12,,
34106,GEAS1.0-27-12,,
34107,GEAS1.0-28-12,,
34108,GEAS1.0-29-12,,
34109,GEAS1.0-30-12,,
34110,GEAS1.0-32-10,,
34111,GEAS1.0-34-10,,
34112,GEAS1.0-35-10,,
34113,GEAS1.0-36-10,,
34114,GEAS1.0-38-10,,
34115,GEAS1.0-40-10,,
34116,GEAS1.0-42-10,,
34117,GEAS1.0-44-10,,
34118,GEAS1.0-45-10,,
34119,GEAS1.0-46-10,,
34120,GEAS1.0-48-10,,
34121,GEAS1.0-50-10,,
34122,GEAS1.0-52-10,,
34123,GEAS1.0-54-10,,
34124,GEAS1.0-55-10,,
34125,GEAS1.0-56-10,,
34126,GEAS1.0-58-10,,
34127,GEAS1.0-60-10,,
34128,GEAS1.0-62-10,,
34129,GEAS1.0-64-10,,
34130,GEAS1.0-65-10,,
34131,GEAS1.0-66-10,,
34132,GEAS1.0-68-10,,
34133,GEAS1.0-70-10,,
34134,GEAS1.0-72-10,,
34135,GEAS1.0-75-10,,
34136,GEAS1.0-80-10,,
34137,GEAS1.0-84-10,,
34138,GEAS1.0-85-10,,
34139,GEAS1.0-90-10,,
34140,GEAS1.0-95-10,,
34141,GEAS1.0-96-10,,
34142,GEAS1.0-100-10,,
34143,GEAS1.0-110-10,,
34144,GEAS1.0-120-10,,
34145,GEAKB1.0-19-10,,
34146,GEAKB1.0-20-10,,
34147,GEAKB1.0-21-10,,
34148,GEAKB1.0-22-10,,
34149,GEAKB1.0-23-10,,
34150,GEAKB1.0-24-10,,
34151,GEAKB1.0-25-10,,
34152,GEAKB1.0-26-10,,
34153,GEAKB1.0-27-10,,
34154,GEAKB1.0-28-10,,
34155,GEAKB1.0-29-10,,
34156,GEAKB1.0-30-10,,
34157,GEAKB1.0-19-12,,
34158,GEAKB1.0-20-12,,
34159,GEAKB1.0-21-12,,
34160,GEAKB1.0-22-12,,
34161,GEAKB1.0-23-12,,
34162,GEAKB1.0-24-12,,
34163,GEAKB1.0-25-12,,
34164,GEAKB1.0-26-12,,
34165,GEAKB1.0-27-12,,
34166,GEAKB1.0-28-12,,
34167,GEAKB1.0-29-12,,
34168,GEAKB1.0-30-12,,
34169,GEAKB1.0-32-10,,
34170,GEAKB1.0-34-10,,
34171,GEAKB1.0-35-10,,
34172,GEAKB1.0-36-10,,
34173,GEAKB1.0-38-10,,
34174,GEAKB1.0-40-10,,
34175,GEAKB1.0-42-10,,
34176,GEAKB1.0-44-10,,
34177,GEAKB1.0-45-10,,
34178,GEAKB1.0-46-10,,
34179,GEAKB1.0-48-10,,
34180,GEAKB1.0-50-10,,
34181,GEAKB1.0-52-10,,
34182,GEAKB1.0-54-10,,
34183,GEAKB1.0-55-10,,
34184,GEAKB1.0-56-10,,
34185,GEAKB1.0-58-10,,
34186,GEAKB1.0-60-10,,
34187,GEAKB1.0-62-10,,
34188,GEAKB1.0-64-10,,
34189,GEAKB1.0-65-10,,
34190,GEAKB1.0-66-10,,
34191,GEAKB1.0-68-10,,
34192,GEAKB1.0-70-10,,
34193,GEAKB1.0-72-10,,
34194,GEAKB1.0-75-10,,
34195,GEAKB1.0-80-10,,
34196,GEAKB1.0-84-10,,
34197,GEAKB1.0-85-10,,
34198,GEAKB1.0-90-10,,
34199,GEAKB1.0-95-10,,
34200,GEAKB1.0-96-10,,
34201,GEAKB1.0-100-10,,
34202,GEAKB1.0-110-10,,
34203,GEAKB1.0-120-10,,
34204,GEAKBB1.0-19-10,,
34205,GEAKBB1.0-20-10,,
34206,GEAKBB1.0-21-10,,
34207,GEAKBB1.0-22-10,,
34208,GEAKBB1.0-23-10,,
34209,GEAKBB1.0-24-10,,
34210,GEAKBB1.0-25-10,,
34211,GEAKBB1.0-26-10,,
34212,GEAKBB1.0-27-10,,
34213,GEAKBB1.0-28-10,,
34214,GEAKBB1.0-29-10,,
34215,GEAKBB1.0-30-10,,
34216,GEAKBB1.0-19-12,,
34217,GEAKBB1.0-20-12,,
34218,GEAKBB1.0-21-12,,
34219,GEAKBB1.0-22-12,,
34220,GEAKBB1.0-23-12,,
34221,GEAKBB1.0-24-12,,
34222,GEAKBB1.0-25-12,,
34223,GEAKBB1.0-26-12,,
34224,GEAKBB1.0-27-12,,
34225,GEAKBB1.0-28-12,,
34226,GEAKBB1.0-29-12,,
34227,GEAKBB1.0-30-12,,
34228,GEAKBB1.0-32-10,,
34229,GEAKBB1.0-34-10,,
34230,GEAKBB1.0-35-10,,
34231,GEAKBB1.0-36-10,,
34232,GEAKBB1.0-38-10,,
34233,GEAKBB1.0-40-10,,
34234,GEAKBB1.0-42-10,,
34235,GEAKBB1.0-44-10,,
34236,GEAKBB1.0-45-10,,
34237,GEAKBB1.0-46-10,,
34238,GEAKBB1.0-48-10,,
34239,GEAKBB1.0-50-10,,
34240,GEAKBB1.0-52-10,,
34241,GEAKBB1.0-54-10,,
34242,GEAKBB1.0-55-10,,
34243,GEAKBB1.0-56-10,,
34244,GEAKBB1.0-58-10,,
34245,GEAKBB1.0-60-10,,
34246,GEAKBB1.0-62-10,,
34247,GEAKBB1.0-64-10,,
34248,GEAKBB1.0-65-10,,
34249,GEAKBB1.0-66-10,,
34250,GEAKBB1.0-68-10,,
34251,GEAKBB1.0-70-10,,
34252,GEAKBB1.0-72-10,,
34253,GEAKBB1.0-75-10,,
34254,GEAKBB1.0-80-10,,
34255,GEAKBB1.0-84-10,,
34256,GEAKBB1.0-85-10,,
34257,GEAKBB1.0-90-10,,
34258,GEAKBB1.0-95-10,,
34259,GEAKBB1.0-96-10,,
34260,GEAKBB1.0-100-10,,
34261,GEAKBB1.0-110-10,,
34262,GEAKBB1.0-120-10,,
34263,GEAKBG1.0-19-10,,
34264,GEAKBG1.0-20-10,,
34265,GEAKBG1.0-21-10,,
34266,GEAKBG1.0-22-10,,
34267,GEAKBG1.0-23-10,,
34268,GEAKBG1.0-24-10,,
34269,GEAKBG1.0-25-10,,
34270,GEAKBG1.0-26-10,,
34271,GEAKBG1.0-27-10,,
34272,GEAKBG1.0-28-10,,
34273,GEAKBG1.0-29-10,,
34274,GEAKBG1.0-30-10,,
34275,GEAKBG1.0-19-12,,
34276,GEAKBG1.0-20-12,,
34277,GEAKBG1.0-21-12,,
34278,GEAKBG1.0-22-12,,
34279,GEAKBG1.0-23-12,,
34280,GEAKBG1.0-24-12,,
34281,GEAKBG1.0-25-12,,
34282,GEAKBG1.0-26-12,,
34283,GEAKBG1.0-27-12,,
34284,GEAKBG1.0-28-12,,
34285,GEAKBG1.0-29-12,,
34286,GEAKBG1.0-30-12,,
34287,GEAKBG1.0-32-10,,
34288,GEAKBG1.0-34-10,,
34289,GEAKBG1.0-35-10,,
34290,GEAKBG1.0-36-10,,
34291,GEAKBG1.0-38-10,,
34292,GEAKBG1.0-40-10,,
34293,GEAKBG1.0-42-10,,
34294,GEAKBG1.0-44-10,,
34295,GEAKBG1.0-45-10,,
34296,GEAKBG1.0-46-10,,
34297,GEAKBG1.0-48-10,,
34298,GEAKBG1.0-50-10,,
34299,GEAKBG1.0-52-10,,
34300,GEAKBG1.0-54-10,,
34301,GEAKBG1.0-55-10,,
34302,GEAKBG1.0-56-10,,
34303,GEAKBG1.0-58-10,,
34304,GEAKBG1.0-60-10,,
34305,GEAKBG1.0-62-10,,
34306,GEAKBG1.0-64-10,,
34307,GEAKBG1.0-65-10,,
34308,GEAKBG1.0-66-10,,
34309,GEAKBG1.0-68-10,,
34310,GEAKBG1.0-70-10,,
34311,GEAKBG1.0-72-10,,
34312,GEAKBG1.0-75-10,,
34313,GEAKBG1.0-80-10,,
34314,GEAKBG1.0-84-10,,
34315,GEAKBG1.0-85-10,,
34316,GEAKBG1.0-90-10,,
34317,GEAKBG1.0-95-10,,
34318,GEAKBG1.0-96-10,,
34319,GEAKBG1.0-100-10,,
34320,GEAKBG1.0-110-10,,
34321,GEAKBG1.0-120-10,,
34322,GEAKS1.0-19-10,,
34323,GEAKS1.0-20-10,,
34324,GEAKS1.0-21-10,,
34325,GEAKS1.0-22-10,,
34326,GEAKS1.0-23-10,,
34327,GEAKS1.0-24-10,,
34328,GEAKS1.0-25-10,,
34329,GEAKS1.0-26-10,,
34330,GEAKS1.0-27-10,,
34331,GEAKS1.0-28-10,,
34332,GEAKS1.0-29-10,,
34333,GEAKS1.0-30-10,,
34334,GEAKS1.0-19-12,,
34335,GEAKS1.0-20-12,,
34336,GEAKS1.0-21-12,,
34337,GEAKS1.0-22-12,,
34338,GEAKS1.0-23-12,,
34339,GEAKS1.0-24-12,,
34340,GEAKS1.0-25-12,,
34341,GEAKS1.0-26-12,,
34342,GEAKS1.0-27-12,,
34343,GEAKS1.0-28-12,,
34344,GEAKS1.0-29-12,,
34345,GEAKS1.0-30-12,,
34346,GEAKS1.0-32-10,,
34347,GEAKS1.0-34-10,,
34348,GEAKS1.0-35-10,,
34349,GEAKS1.0-36-10,,
34350,GEAKS1.0-38-10,,
34351,GEAKS1.0-40-10,,
34352,GEAKS1.0-42-10,,
34353,GEAKS1.0-44-10,,
34354,GEAKS1.0-45-10,,
34355,GEAKS1.0-46-10,,
34356,GEAKS1.0-48-10,,
34357,GEAKS1.0-50-10,,
34358,GEAKS1.0-52-10,,
34359,GEAKS1.0-54-10,,
34360,GEAKS1.0-55-10,,
34361,GEAKS1.0-56-10,,
34362,GEAKS1.0-58-10,,
34363,GEAKS1.0-60-10,,
34364,GEAKS1.0-62-10,,
34365,GEAKS1.0-64-10,,
34366,GEAKS1.0-65-10,,
34367,GEAKS1.0-66-10,,
34368,GEAKS1.0-68-10,,
34369,GEAKS1.0-70-10,,
34370,GEAKS1.0-72-10,,
34371,GEAKS1.0-75-10,,
34372,GEAKS1.0-80-10,,
34373,GEAKS1.0-84-10,,
34374,GEAKS1.0-85-10,,
34375,GEAKS1.0-90-10,,
34376,GEAKS1.0-95-10,,
34377,GEAKS1.0-96-10,,
34378,GEAKS1.0-100-10,,
34379,GEAKS1.0-110-10,,
34380,GEAKS1.0-120-10,,
34381,GEAHB1.0-14-6,,
34382,GEAHB1.0-15-6,,
34383,GEAHB1.0-16-6,,
34384,GEAHB1.0-17-6,,
34385,GEAHB1.0-18-6,,
34386,GEAHB1.0-14-8,,
34387,GEAHB1.0-15-8,,
34388,GEAHB1.0-16-8,,
34389,GEAHB1.0-17-8,,
34390,GEAHB1.0-18-8,,
34391,GEAHB1.0-19-6,,
34392,GEAHB1.0-20-6,,
34393,GEAHB1.0-21-6,,
34394,GEAHB1.0-22-6,,
34395,GEAHB1.0-23-6,,
34396,GEAHB1.0-24-6,,
34397,GEAHB1.0-25-6,,
34398,GEAHB1.0-26-6,,
34399,GEAHB1.0-27-6,,
34400,GEAHB1.0-28-6,,
34401,GEAHB1.0-29-6,,
34402,GEAHB1.0-30-6,,
34403,GEAHB1.0-19-8,,
34404,GEAHB1.0-20-8,,
34405,GEAHB1.0-21-8,,
34406,GEAHB1.0-22-8,,
34407,GEAHB1.0-23-8,,
34408,GEAHB1.0-24-8,,
34409,GEAHB1.0-25-8,,
34410,GEAHB1.0-26-8,,
34411,GEAHB1.0-27-8,,
34412,GEAHB1.0-28-8,,
34413,GEAHB1.0-29-8,,
34414,GEAHB1.0-30-8,,
34415,GEAHB1.0-32-6,,
34416,GEAHB1.0-34-6,,
34417,GEAHB1.0-35-6,,
34418,GEAHB1.0-36-6,,
34419,GEAHB1.0-38-6,,
34420,GEAHB1.0-40-6,,
34421,GEAHB1.0-42-6,,
34422,GEAHB1.0-44-6,,
34423,GEAHB1.0-45-6,,
34424,GEAHB1.0-46-6,,
34425,GEAHB1.0-48-6,,
34426,GEAHB1.0-50-6,,
34427,GEAHB1.0-52-6,,
34428,GEAHB1.0-54-6,,
34429,GEAHB1.0-55-6,,
34430,GEAHB1.0-56-6,,
34431,GEAHB1.0-58-6,,
34432,GEAHB1.0-60-6,,
34433,GEAHB1.0-62-6,,
34434,GEAHB1.0-64-6,,
34435,GEAHB1.0-65-6,,
34436,GEAHB1.0-66-6,,
34437,GEAHB1.0-68-6,,
34438,GEAHB1.0-70-6,,
34439,GEAHB1.0-72-6,,
34440,GEAHB1.0-75-6,,
34441,GEAHB1.0-80-6,,
34442,GEAHB1.0-84-6,,
34443,GEAHB1.0-85-6,,
34444,GEAHB1.0-90-6,,
34445,GEAHB1.0-95-6,,
34446,GEAHB1.0-96-6,,
34447,GEAHB1.0-100-6,,
34448,GEAHB1.0-110-6,,
34449,GEAHB1.0-120-6,,
34450,GEAHBB1.0-14-6,,
34451,GEAHBB1.0-15-6,,
34452,GEAHBB1.0-16-6,,
34453,GEAHBB1.0-17-6,,
34454,GEAHBB1.0-18-6,,
34455,GEAHBB1.0-14-8,,
34456,GEAHBB1.0-15-8,,
34457,GEAHBB1.0-16-8,,
34458,GEAHBB1.0-17-8,,
34459,GEAHBB1.0-18-8,,
34460,GEAHBB1.0-19-6,,
34461,GEAHBB1.0-20-6,,
34462,GEAHBB1.0-21-6,,
34463,GEAHBB1.0-22-6,,
34464,GEAHBB1.0-23-6,,
34465,GEAHBB1.0-24-6,,
34466,GEAHBB1.0-25-6,,
34467,GEAHBB1.0-26-6,,
34468,GEAHBB1.0-27-6,,
34469,GEAHBB1.0-28-6,,
34470,GEAHBB1.0-29-6,,
34471,GEAHBB1.0-30-6,,
34472,GEAHBB1.0-19-8,,
34473,GEAHBB1.0-20-8,,
34474,GEAHBB1.0-21-8,,
34475,GEAHBB1.0-22-8,,
34476,GEAHBB1.0-23-8,,
34477,GEAHBB1.0-24-8,,
34478,GEAHBB1.0-25-8,,
34479,GEAHBB1.0-26-8,,
34480,GEAHBB1.0-27-8,,
34481,GEAHBB1.0-28-8,,
34482,GEAHBB1.0-29-8,,
34483,GEAHBB1.0-30-8,,
34484,GEAHBB1.0-32-6,,
34485,GEAHBB1.0-34-6,,
34486,GEAHBB1.0-35-6,,
34487,GEAHBB1.0-36-6,,
34488,GEAHBB1.0-38-6,,
34489,GEAHBB1.0-40-6,,
34490,GEAHBB1.0-42-6,,
34491,GEAHBB1.0-44-6,,
34492,GEAHBB1.0-45-6,,
34493,GEAHBB1.0-46-6,,
34494,GEAHBB1.0-48-6,,
34495,GEAHBB1.0-50-6,,
34496,GEAHBB1.0-52-6,,
34497,GEAHBB1.0-54-6,,
34498,GEAHBB1.0-55-6,,
34499,GEAHBB1.0-56-6,,
34500,GEAHBB1.0-58-6,,
34501,GEAHBB1.0-60-6,,
34502,GEAHBB1.0-62-6,,
34503,GEAHBB1.0-64-6,,
34504,GEAHBB1.0-65-6,,
34505,GEAHBB1.0-66-6,,
34506,GEAHBB1.0-68-6,,
34507,GEAHBB1.0-70-6,,
34508,GEAHBB1.0-72-6,,
34509,GEAHBB1.0-75-6,,
34510,GEAHBB1.0-80-6,,
34511,GEAHBB1.0-84-6,,
34512,GEAHBB1.0-85-6,,
34513,GEAHBB1.0-90-6,,
34514,GEAHBB1.0-95-6,,
34515,GEAHBB1.0-96-6,,
34516,GEAHBB1.0-100-6,,
34517,GEAHBB1.0-110-6,,
34518,GEAHBB1.0-120-6,,
34519,GEAHBG1.0-14-6,,
34520,GEAHBG1.0-15-6,,
34521,GEAHBG1.0-16-6,,
34522,GEAHBG1.0-17-6,,
34523,GEAHBG1.0-18-6,,
34524,GEAHBG1.0-14-8,,
34525,GEAHBG1.0-15-8,,
34526,GEAHBG1.0-16-8,,
34527,GEAHBG1.0-17-8,,
34528,GEAHBG1.0-18-8,,
34529,GEAHBG1.0-19-6,,
34530,GEAHBG1.0-20-6,,
34531,GEAHBG1.0-21-6,,
34532,GEAHBG1.0-22-6,,
34533,GEAHBG1.0-23-6,,
34534,GEAHBG1.0-24-6,,
34535,GEAHBG1.0-25-6,,
34536,GEAHBG1.0-26-6,,
34537,GEAHBG1.0-27-6,,
34538,GEAHBG1.0-28-6,,
34539,GEAHBG1.0-29-6,,
34540,GEAHBG1.0-30-6,,
34541,GEAHBG1.0-19-8,,
34542,GEAHBG1.0-20-8,,
34543,GEAHBG1.0-21-8,,
34544,GEAHBG1.0-22-8,,
34545,GEAHBG1.0-23-8,,
34546,GEAHBG1.0-24-8,,
34547,GEAHBG1.0-25-8,,
34548,GEAHBG1.0-26-8,,
34549,GEAHBG1.0-27-8,,
34550,GEAHBG1.0-28-8,,
34551,GEAHBG1.0-29-8,,
34552,GEAHBG1.0-30-8,,
34553,GEAHBG1.0-32-6,,
34554,GEAHBG1.0-34-6,,
34555,GEAHBG1.0-35-6,,
34556,GEAHBG1.0-36-6,,
34557,GEAHBG1.0-38-6,,
34558,GEAHBG1.0-40-6,,
34559,GEAHBG1.0-42-6,,
34560,GEAHBG1.0-44-6,,
34561,GEAHBG1.0-45-6,,
34562,GEAHBG1.0-46-6,,
34563,GEAHBG1.0-48-6,,
34564,GEAHBG1.0-50-6,,
34565,GEAHBG1.0-52-6,,
34566,GEAHBG1.0-54-6,,
34567,GEAHBG1.0-55-6,,
34568,GEAHBG1.0-56-6,,
34569,GEAHBG1.0-58-6,,
34570,GEAHBG1.0-60-6,,
34571,GEAHBG1.0-62-6,,
34572,GEAHBG1.0-64-6,,
34573,GEAHBG1.0-65-6,,
34574,GEAHBG1.0-66-6,,
34575,GEAHBG1.0-68-6,,
34576,GEAHBG1.0-70-6,,
34577,GEAHBG1.0-72-6,,
34578,GEAHBG1.0-75-6,,
34579,GEAHBG1.0-80-6,,
34580,GEAHBG1.0-84-6,,
34581,GEAHBG1.0-85-6,,
34582,GEAHBG1.0-90-6,,
34583,GEAHBG1.0-95-6,,
34584,GEAHBG1.0-96-6,,
34585,GEAHBG1.0-100-6,,
34586,GEAHBG1.0-110-6,,
34587,GEAHBG1.0-120-6,,
34588,GEAHS1.0-14-6,,
34589,GEAHS1.0-15-6,,
34590,GEAHS1.0-16-6,,
34591,GEAHS1.0-17-6,,
34592,GEAHS1.0-18-6,,
34593,GEAHS1.0-14-8,,
34594,GEAHS1.0-15-8,,
34595,GEAHS1.0-16-8,,
34596,GEAHS1.0-17-8,,
34597,GEAHS1.0-18-8,,
34598,GEAHS1.0-19-6,,
34599,GEAHS1.0-20-6,,
34600,GEAHS1.0-21-6,,
34601,GEAHS1.0-22-6,,
34602,GEAHS1.0-23-6,,
34603,GEAHS1.0-24-6,,
34604,GEAHS1.0-25-6,,
34605,GEAHS1.0-26-6,,
34606,GEAHS1.0-27-6,,
34607,GEAHS1.0-28-6,,
34608,GEAHS1.0-29-6,,
34609,GEAHS1.0-30-6,,
34610,GEAHS1.0-19-8,,
34611,GEAHS1.0-20-8,,
34612,GEAHS1.0-21-8,,
34613,GEAHS1.0-22-8,,
34614,GEAHS1.0-23-8,,
34615,GEAHS1.0-24-8,,
34616,GEAHS1.0-25-8,,
34617,GEAHS1.0-26-8,,
34618,GEAHS1.0-27-8,,
34619,GEAHS1.0-28-8,,
34620,GEAHS1.0-29-8,,
34621,GEAHS1.0-30-8,,
34622,GEAHS1.0-32-6,,
34623,GEAHS1.0-34-6,,
34624,GEAHS1.0-35-6,,
34625,GEAHS1.0-36-6,,
34626,GEAHS1.0-38-6,,
34627,GEAHS1.0-40-6,,
34628,GEAHS1.0-42-6,,
34629,GEAHS1.0-44-6,,
34630,GEAHS1.0-45-6,,
34631,GEAHS1.0-46-6,,
34632,GEAHS1.0-48-6,,
34633,GEAHS1.0-50-6,,
34634,GEAHS1.0-52-6,,
34635,GEAHS1.0-54-6,,
34636,GEAHS1.0-55-6,,
34637,GEAHS1.0-56-6,,
34638,GEAHS1.0-58-6,,
34639,GEAHS1.0-60-6,,
34640,GEAHS1.0-62-6,,
34641,GEAHS1.0-64-6,,
34642,GEAHS1.0-65-6,,
34643,GEAHS1.0-66-6,,
34644,GEAHS1.0-68-6,,
34645,GEAHS1.0-70-6,,
34646,GEAHS1.0-72-6,,
34647,GEAHS1.0-75-6,,
34648,GEAHS1.0-80-6,,
34649,GEAHS1.0-84-6,,
34650,GEAHS1.0-85-6,,
34651,GEAHS1.0-90-6,,
34652,GEAHS1.0-95-6,,
34653,GEAHS1.0-96-6,,
34654,GEAHS1.0-100-6,,
34655,GEAHS1.0-110-6,,
34656,GEAHS1.0-120-6,,
34657,GEAB1.0-14-6,,
34658,GEAB1.0-15-6,,
34659,GEAB1.0-16-6,,
34660,GEAB1.0-17-6,,
34661,GEAB1.0-18-6,,
34662,GEAB1.0-14-8,,
34663,GEAB1.0-15-8,,
34664,GEAB1.0-16-8,,
34665,GEAB1.0-17-8,,
34666,GEAB1.0-18-8,,
34667,GEAB1.0-19-6,,
34668,GEAB1.0-20-6,,
34669,GEAB1.0-21-6,,
34670,GEAB1.0-22-6,,
34671,GEAB1.0-23-6,,
34672,GEAB1.0-24-6,,
34673,GEAB1.0-25-6,,
34674,GEAB1.0-26-6,,
34675,GEAB1.0-27-6,,
34676,GEAB1.0-28-6,,
34677,GEAB1.0-29-6,,
34678,GEAB1.0-30-6,,
34679,GEAB1.0-19-8,,
34680,GEAB1.0-20-8,,
34681,GEAB1.0-21-8,,
34682,GEAB1.0-22-8,,
34683,GEAB1.0-23-8,,
34684,GEAB1.0-24-8,,
34685,GEAB1.0-25-8,,
34686,GEAB1.0-26-8,,
34687,GEAB1.0-27-8,,
34688,GEAB1.0-28-8,,
34689,GEAB1.0-29-8,,
34690,GEAB1.0-30-8,,
34691,GEAB1.0-32-6,,
34692,GEAB1.0-34-6,,
34693,GEAB1.0-35-6,,
34694,GEAB1.0-36-6,,
34695,GEAB1.0-38-6,,
34696,GEAB1.0-40-6,,
34697,GEAB1.0-42-6,,
34698,GEAB1.0-44-6,,
34699,GEAB1.0-45-6,,
34700,GEAB1.0-46-6,,
34701,GEAB1.0-48-6,,
34702,GEAB1.0-50-6,,
34703,GEAB1.0-52-6,,
34704,GEAB1.0-54-6,,
34705,GEAB1.0-55-6,,
34706,GEAB1.0-56-6,,
34707,GEAB1.0-58-6,,
34708,GEAB1.0-60-6,,
34709,GEAB1.0-62-6,,
34710,GEAB1.0-64-6,,
34711,GEAB1.0-65-6,,
34712,GEAB1.0-66-6,,
34713,GEAB1.0-68-6,,
34714,GEAB1.0-70-6,,
34715,GEAB1.0-72-6,,
34716,GEAB1.0-75-6,,
34717,GEAB1.0-80-6,,
34718,GEAB1.0-84-6,,
34719,GEAB1.0-85-6,,
34720,GEAB1.0-90-6,,
34721,GEAB1.0-95-6,,
34722,GEAB1.0-96-6,,
34723,GEAB1.0-100-6,,
34724,GEAB1.0-110-6,,
34725,GEAB1.0-120-6,,
34726,GEABB1.0-14-6,,
34727,GEABB1.0-15-6,,
34728,GEABB1.0-16-6,,
34729,GEABB1.0-17-6,,
34730,GEABB1.0-18-6,,
34731,GEABB1.0-14-8,,
34732,GEABB1.0-15-8,,
34733,GEABB1.0-16-8,,
34734,GEABB1.0-17-8,,
34735,GEABB1.0-18-8,,
34736,GEABB1.0-19-6,,
34737,GEABB1.0-20-6,,
34738,GEABB1.0-21-6,,
34739,GEABB1.0-22-6,,
34740,GEABB1.0-23-6,,
34741,GEABB1.0-24-6,,
34742,GEABB1.0-25-6,,
34743,GEABB1.0-26-6,,
34744,GEABB1.0-27-6,,
34745,GEABB1.0-28-6,,
34746,GEABB1.0-29-6,,
34747,GEABB1.0-30-6,,
34748,GEABB1.0-19-8,,
34749,GEABB1.0-20-8,,
34750,GEABB1.0-21-8,,
34751,GEABB1.0-22-8,,
34752,GEABB1.0-23-8,,
34753,GEABB1.0-24-8,,
34754,GEABB1.0-25-8,,
34755,GEABB1.0-26-8,,
34756,GEABB1.0-27-8,,
34757,GEABB1.0-28-8,,
34758,GEABB1.0-29-8,,
34759,GEABB1.0-30-8,,
34760,GEABB1.0-32-6,,
34761,GEABB1.0-34-6,,
34762,GEABB1.0-35-6,,
34763,GEABB1.0-36-6,,
34764,GEABB1.0-38-6,,
34765,GEABB1.0-40-6,,
