NO,TYPE,DEFINE1,DEFINE2
11874,PTPA36P3M100-B,,
11875,PTPA40P3M100-B,,
11876,PTPA22P3M150-B,,
11877,PTPA24P3M150-B,,
11878,PTPA25P3M150-B,,
11879,PTPA26P3M150-B,,
11880,PTPA28P3M150-B,,
11881,PTPA30P3M150-B,,
11882,PTPA32P3M150-B,,
11883,PTPA36P3M150-B,,
11884,PTPA40P3M150-B,,
11885,PTPM10P3M100-K,,
11886,PTPM12P3M100-K,,
11887,PTPM14P3M100-K,,
11888,PTPM15P3M100-K,,
11889,PTPM16P3M100-K,,
11890,PTPM18P3M100-K,,
11891,PTPM20P3M100-K,,
11892,PTPM22P3M100-B,,
11893,PTPM24P3M100-B,,
11894,PTPM25P3M100-B,,
11895,PTPM26P3M100-B,,
11896,PTPM28P3M100-B,,
11897,PTPM30P3M100-B,,
11898,PTPM32P3M100-B,,
11899,PTPM10P3M150-K,,
11900,PTPM12P3M150-K,,
11901,PTPM14P3M150-K,,
11902,PTPM15P3M150-K,,
11903,PTPM16P3M150-K,,
11904,PTPM18P3M150-K,,
11905,PTPM20P3M150-K,,
11906,PTPM22P3M150-B,,
11907,PTPM24P3M150-B,,
11908,PTPM25P3M150-B,,
11909,PTPM26P3M150-B,,
11910,PTPM28P3M150-B,,
11911,PTPM30P3M150-B,,
11912,PTPM32P3M150-B,,
11913,PTPP10P3M100-K,,
11914,PTPP12P3M100-K,,
11915,PTPP14P3M100-K,,
11916,PTPP15P3M100-K,,
11917,PTPP16P3M100-K,,
11918,PTPP18P3M100-K,,
11919,PTPP20P3M100-K,,
11920,PTPP22P3M100-B,,
11921,PTPP24P3M100-B,,
11922,PTPP25P3M100-B,,
11923,PTPP26P3M100-B,,
11924,PTPP28P3M100-B,,
11925,PTPP30P3M100-B,,
11926,PTPP32P3M100-B,,
11927,PTPP10P3M150-K,,
11928,PTPP12P3M150-K,,
11929,PTPP14P3M150-K,,
11930,PTPP15P3M150-K,,
11931,PTPP16P3M150-K,,
11932,PTPP18P3M150-K,,
11933,PTPP20P3M150-K,,
11934,PTPP22P3M150-B,,
11935,PTPP24P3M150-B,,
11936,PTPP25P3M150-B,,
11937,PTPP26P3M150-B,,
11938,PTPP28P3M150-B,,
11939,PTPP30P3M150-B,,
11940,PTPP32P3M150-B,,
11941,PTPA12P5M100-A,,
11942,PTPA14P5M100-A,,
11943,PTPA15P5M100-A,,
11944,PTPA16P5M100-A,,
11945,PTPA18P5M100-A,,
11946,PTPA20P5M100-A,,
11947,PTPA22P5M100-A,,
11948,PTPA24P5M100-A,,
11949,PTPA25P5M100-A,,
11950,PTPA26P5M100-A,,
11951,PTPA28P5M100-A,,
11952,PTPA30P5M100-A,,
11953,PTPA32P5M100-A,,
11954,PTPA34P5M100-A,,
11955,PTPA36P5M100-A,,
11956,PTPA40P5M100-A,,
11957,PTPA44P5M100-A,,
11958,PTPA48P5M100-A,,
11959,PTPA50P5M100-A,,
11960,PTPA60P5M100-A,,
11961,PTPA72P5M100-A,,
11962,PTPA12P5M150-A,,
11963,PTPA14P5M150-A,,
11964,PTPA15P5M150-A,,
11965,PTPA16P5M150-A,,
11966,PTPA18P5M150-A,,
11967,PTPA20P5M150-A,,
11968,PTPA22P5M150-A,,
11969,PTPA24P5M150-A,,
11970,PTPA25P5M150-A,,
11971,PTPA26P5M150-A,,
11972,PTPA28P5M150-A,,
11973,PTPA30P5M150-A,,
11974,PTPA32P5M150-A,,
11975,PTPA34P5M150-A,,
11976,PTPA36P5M150-A,,
11977,PTPA40P5M150-A,,
11978,PTPA44P5M150-A,,
11979,PTPA48P5M150-A,,
11980,PTPA50P5M150-A,,
11981,PTPA60P5M150-A,,
11982,PTPA72P5M150-A,,
11983,PTPA12P5M100-B,,
11984,PTPA14P5M100-B,,
11985,PTPA15P5M100-B,,
11986,PTPA16P5M100-B,,
11987,PTPA18P5M100-B,,
11988,PTPA20P5M100-B,,
11989,PTPA22P5M100-B,,
11990,PTPA24P5M100-B,,
11991,PTPA25P5M100-B,,
11992,PTPA26P5M100-B,,
11993,PTPA28P5M100-B,,
11994,PTPA30P5M100-B,,
11995,PTPA32P5M100-B,,
11996,PTPA34P5M100-B,,
11997,PTPA36P5M100-B,,
11998,PTPA40P5M100-B,,
11999,PTPA44P5M100-B,,
12000,PTPA48P5M100-B,,
12001,PTPA50P5M100-B,,
12002,PTPA60P5M100-B,,
12003,PTPA72P5M100-B,,
12004,PTPA12P5M150-B,,
12005,PTPA14P5M150-B,,
12006,PTPA15P5M150-B,,
12007,PTPA16P5M150-B,,
12008,PTPA18P5M150-B,,
12009,PTPA20P5M150-B,,
12010,PTPA22P5M150-B,,
12011,PTPA24P5M150-B,,
12012,PTPA25P5M150-B,,
12013,PTPA26P5M150-B,,
12014,PTPA28P5M150-B,,
12015,PTPA30P5M150-B,,
12016,PTPA32P5M150-B,,
12017,PTPA34P5M150-B,,
12018,PTPA36P5M150-B,,
12019,PTPA40P5M150-B,,
12020,PTPA44P5M150-B,,
12021,PTPA48P5M150-B,,
12022,PTPA50P5M150-B,,
12023,PTPA60P5M150-B,,
12024,PTPA72P5M150-B,,
12025,PTPB12P5M100-A,,
12026,PTPB14P5M100-A,,
12027,PTPB15P5M100-A,,
12028,PTPB16P5M100-A,,
12029,PTPB18P5M100-A,,
12030,PTPB20P5M100-A,,
12031,PTPB22P5M100-A,,
12032,PTPB24P5M100-A,,
12033,PTPB25P5M100-A,,
12034,PTPB26P5M100-A,,
12035,PTPB28P5M100-A,,
12036,PTPB30P5M100-A,,
12037,PTPB32P5M100-A,,
12038,PTPB34P5M100-A,,
12039,PTPB36P5M100-A,,
12040,PTPB40P5M100-A,,
12041,PTPB44P5M100-A,,
12042,PTPB48P5M100-A,,
12043,PTPB50P5M100-A,,
12044,PTPB60P5M100-A,,
12045,PTPB72P5M100-A,,
12046,PTPB12P5M150-A,,
12047,PTPB14P5M150-A,,
12048,PTPB15P5M150-A,,
12049,PTPB16P5M150-A,,
12050,PTPB18P5M150-A,,
12051,PTPB20P5M150-A,,
12052,PTPB22P5M150-A,,
12053,PTPB24P5M150-A,,
12054,PTPB25P5M150-A,,
12055,PTPB26P5M150-A,,
12056,PTPB28P5M150-A,,
12057,PTPB30P5M150-A,,
12058,PTPB32P5M150-A,,
12059,PTPB34P5M150-A,,
12060,PTPB36P5M150-A,,
12061,PTPB40P5M150-A,,
12062,PTPB44P5M150-A,,
12063,PTPB48P5M150-A,,
12064,PTPB50P5M150-A,,
12065,PTPB60P5M150-A,,
12066,PTPB72P5M150-A,,
12067,PTPB12P5M100-B,,
12068,PTPB14P5M100-B,,
12069,PTPB15P5M100-B,,
12070,PTPB16P5M100-B,,
12071,PTPB18P5M100-B,,
12072,PTPB20P5M100-B,,
12073,PTPB22P5M100-B,,
12074,PTPB24P5M100-B,,
12075,PTPB25P5M100-B,,
12076,PTPB26P5M100-B,,
12077,PTPB28P5M100-B,,
12078,PTPB30P5M100-B,,
12079,PTPB32P5M100-B,,
12080,PTPB34P5M100-B,,
12081,PTPB36P5M100-B,,
12082,PTPB40P5M100-B,,
12083,PTPB44P5M100-B,,
12084,PTPB48P5M100-B,,
12085,PTPB50P5M100-B,,
12086,PTPB60P5M100-B,,
12087,PTPB72P5M100-B,,
12088,PTPB12P5M150-B,,
12089,PTPB14P5M150-B,,
12090,PTPB15P5M150-B,,
12091,PTPB16P5M150-B,,
12092,PTPB18P5M150-B,,
12093,PTPB20P5M150-B,,
12094,PTPB22P5M150-B,,
12095,PTPB24P5M150-B,,
12096,PTPB25P5M150-B,,
12097,PTPB26P5M150-B,,
12098,PTPB28P5M150-B,,
12099,PTPB30P5M150-B,,
12100,PTPB32P5M150-B,,
12101,PTPB34P5M150-B,,
12102,PTPB36P5M150-B,,
12103,PTPB40P5M150-B,,
12104,PTPB44P5M150-B,,
12105,PTPB48P5M150-B,,
12106,PTPB50P5M150-B,,
12107,PTPB60P5M150-B,,
12108,PTPB72P5M150-B,,
12109,PTPK12P5M100-A,,
12110,PTPK14P5M100-A,,
12111,PTPK15P5M100-A,,
12112,PTPK16P5M100-A,,
12113,PTPK18P5M100-A,,
12114,PTPK20P5M100-A,,
12115,PTPK22P5M100-A,,
12116,PTPK24P5M100-A,,
12117,PTPK25P5M100-A,,
12118,PTPK26P5M100-A,,
12119,PTPK28P5M100-A,,
12120,PTPK30P5M100-A,,
12121,PTPK32P5M100-A,,
12122,PTPK34P5M100-A,,
12123,PTPK36P5M100-A,,
12124,PTPK40P5M100-A,,
12125,PTPK44P5M100-A,,
12126,PTPK48P5M100-A,,
12127,PTPK50P5M100-A,,
12128,PTPK60P5M100-A,,
12129,PTPK72P5M100-A,,
12130,PTPK12P5M150-A,,
12131,PTPK14P5M150-A,,
12132,PTPK15P5M150-A,,
12133,PTPK16P5M150-A,,
12134,PTPK18P5M150-A,,
12135,PTPK20P5M150-A,,
12136,PTPK22P5M150-A,,
12137,PTPK24P5M150-A,,
12138,PTPK25P5M150-A,,
12139,PTPK26P5M150-A,,
12140,PTPK28P5M150-A,,
12141,PTPK30P5M150-A,,
12142,PTPK32P5M150-A,,
12143,PTPK34P5M150-A,,
12144,PTPK36P5M150-A,,
12145,PTPK40P5M150-A,,
12146,PTPK44P5M150-A,,
12147,PTPK48P5M150-A,,
12148,PTPK50P5M150-A,,
12149,PTPK60P5M150-A,,
12150,PTPK72P5M150-A,,
12151,PTPK12P5M100-B,,
12152,PTPK14P5M100-B,,
12153,PTPK15P5M100-B,,
12154,PTPK16P5M100-B,,
12155,PTPK18P5M100-B,,
12156,PTPK20P5M100-B,,
12157,PTPK22P5M100-B,,
12158,PTPK24P5M100-B,,
12159,PTPK25P5M100-B,,
12160,PTPK26P5M100-B,,
12161,PTPK28P5M100-B,,
12162,PTPK30P5M100-B,,
12163,PTPK32P5M100-B,,
12164,PTPK34P5M100-B,,
12165,PTPK36P5M100-B,,
12166,PTPK40P5M100-B,,
12167,PTPK44P5M100-B,,
12168,PTPK48P5M100-B,,
12169,PTPK50P5M100-B,,
12170,PTPK60P5M100-B,,
12171,PTPK72P5M100-B,,
12172,PTPK12P5M150-B,,
12173,PTPK14P5M150-B,,
12174,PTPK15P5M150-B,,
12175,PTPK16P5M150-B,,
12176,PTPK18P5M150-B,,
12177,PTPK20P5M150-B,,
12178,PTPK22P5M150-B,,
12179,PTPK24P5M150-B,,
12180,PTPK25P5M150-B,,
12181,PTPK26P5M150-B,,
12182,PTPK28P5M150-B,,
12183,PTPK30P5M150-B,,
12184,PTPK32P5M150-B,,
12185,PTPK34P5M150-B,,
12186,PTPK36P5M150-B,,
12187,PTPK40P5M150-B,,
12188,PTPK44P5M150-B,,
12189,PTPK48P5M150-B,,
12190,PTPK50P5M150-B,,
12191,PTPK60P5M150-B,,
12192,PTPK72P5M150-B,,
12193,PTPN12P5M100-A,,
12194,PTPN14P5M100-A,,
12195,PTPN15P5M100-A,,
12196,PTPN16P5M100-A,,
12197,PTPN18P5M100-A,,
12198,PTPN20P5M100-A,,
12199,PTPN22P5M100-A,,
12200,PTPN24P5M100-A,,
12201,PTPN25P5M100-A,,
12202,PTPN26P5M100-A,,
12203,PTPN28P5M100-A,,
12204,PTPN30P5M100-A,,
12205,PTPN32P5M100-A,,
12206,PTPN34P5M100-A,,
12207,PTPN36P5M100-A,,
12208,PTPN40P5M100-A,,
12209,PTPN44P5M100-A,,
12210,PTPN48P5M100-A,,
12211,PTPN50P5M100-A,,
12212,PTPN60P5M100-A,,
12213,PTPN72P5M100-A,,
12214,PTPN12P5M150-A,,
12215,PTPN14P5M150-A,,
12216,PTPN15P5M150-A,,
12217,PTPN16P5M150-A,,
12218,PTPN18P5M150-A,,
12219,PTPN20P5M150-A,,
12220,PTPN22P5M150-A,,
12221,PTPN24P5M150-A,,
12222,PTPN25P5M150-A,,
12223,PTPN26P5M150-A,,
12224,PTPN28P5M150-A,,
12225,PTPN30P5M150-A,,
12226,PTPN32P5M150-A,,
12227,PTPN34P5M150-A,,
12228,PTPN36P5M150-A,,
12229,PTPN40P5M150-A,,
12230,PTPN44P5M150-A,,
12231,PTPN48P5M150-A,,
12232,PTPN50P5M150-A,,
12233,PTPN60P5M150-A,,
12234,PTPN72P5M150-A,,
12235,PTPN12P5M100-B,,
12236,PTPN14P5M100-B,,
12237,PTPN15P5M100-B,,
12238,PTPN16P5M100-B,,
12239,PTPN18P5M100-B,,
12240,PTPN20P5M100-B,,
12241,PTPN22P5M100-B,,
12242,PTPN24P5M100-B,,
12243,PTPN25P5M100-B,,
12244,PTPN26P5M100-B,,
12245,PTPN28P5M100-B,,
12246,PTPN30P5M100-B,,
12247,PTPN32P5M100-B,,
12248,PTPN34P5M100-B,,
12249,PTPN36P5M100-B,,
12250,PTPN40P5M100-B,,
12251,PTPN44P5M100-B,,
12252,PTPN48P5M100-B,,
12253,PTPN50P5M100-B,,
12254,PTPN60P5M100-B,,
12255,PTPN72P5M100-B,,
12256,PTPN12P5M150-B,,
12257,PTPN14P5M150-B,,
12258,PTPN15P5M150-B,,
12259,PTPN16P5M150-B,,
12260,PTPN18P5M150-B,,
12261,PTPN20P5M150-B,,
12262,PTPN22P5M150-B,,
12263,PTPN24P5M150-B,,
12264,PTPN25P5M150-B,,
12265,PTPN26P5M150-B,,
12266,PTPN28P5M150-B,,
12267,PTPN30P5M150-B,,
12268,PTPN32P5M150-B,,
12269,PTPN34P5M150-B,,
12270,PTPN36P5M150-B,,
12271,PTPN40P5M150-B,,
12272,PTPN44P5M150-B,,
12273,PTPN48P5M150-B,,
12274,PTPN50P5M150-B,,
12275,PTPN60P5M150-B,,
12276,PTPN72P5M150-B,,
12277,PTPM12P5M100-A,,
12278,PTPM14P5M100-A,,
12279,PTPM15P5M100-A,,
12280,PTPM16P5M100-A,,
12281,PTPM18P5M100-A,,
12282,PTPM20P5M100-A,,
12283,PTPM22P5M100-A,,
12284,PTPM24P5M100-A,,
12285,PTPM25P5M100-A,,
12286,PTPM26P5M100-A,,
12287,PTPM28P5M100-A,,
12288,PTPM30P5M100-A,,
12289,PTPM32P5M100-A,,
12290,PTPM34P5M100-A,,
12291,PTPM36P5M100-A,,
12292,PTPM40P5M100-A,,
12293,PTPM44P5M100-A,,
12294,PTPM48P5M100-A,,
12295,PTPM50P5M100-A,,
12296,PTPM60P5M100-A,,
12297,PTPM72P5M100-A,,
12298,PTPM12P5M150-A,,
12299,PTPM14P5M150-A,,
12300,PTPM15P5M150-A,,
12301,PTPM16P5M150-A,,
12302,PTPM18P5M150-A,,
12303,PTPM20P5M150-A,,
12304,PTPM22P5M150-A,,
12305,PTPM24P5M150-A,,
12306,PTPM25P5M150-A,,
12307,PTPM26P5M150-A,,
12308,PTPM28P5M150-A,,
12309,PTPM30P5M150-A,,
12310,PTPM32P5M150-A,,
12311,PTPM34P5M150-A,,
12312,PTPM36P5M150-A,,
12313,PTPM40P5M150-A,,
12314,PTPM44P5M150-A,,
12315,PTPM48P5M150-A,,
12316,PTPM50P5M150-A,,
12317,PTPM60P5M150-A,,
12318,PTPM72P5M150-A,,
12319,PTPM12P5M100-B,,
12320,PTPM14P5M100-B,,
12321,PTPM15P5M100-B,,
12322,PTPM16P5M100-B,,
12323,PTPM18P5M100-B,,
12324,PTPM20P5M100-B,,
12325,PTPM22P5M100-B,,
12326,PTPM24P5M100-B,,
12327,PTPM25P5M100-B,,
12328,PTPM26P5M100-B,,
12329,PTPM28P5M100-B,,
12330,PTPM30P5M100-B,,
12331,PTPM32P5M100-B,,
12332,PTPM34P5M100-B,,
12333,PTPM36P5M100-B,,
12334,PTPM40P5M100-B,,
12335,PTPM44P5M100-B,,
12336,PTPM48P5M100-B,,
12337,PTPM50P5M100-B,,
12338,PTPM60P5M100-B,,
12339,PTPM72P5M100-B,,
12340,PTPM12P5M150-B,,
12341,PTPM14P5M150-B,,
12342,PTPM15P5M150-B,,
12343,PTPM16P5M150-B,,
12344,PTPM18P5M150-B,,
12345,PTPM20P5M150-B,,
12346,PTPM22P5M150-B,,
12347,PTPM24P5M150-B,,
12348,PTPM25P5M150-B,,
12349,PTPM26P5M150-B,,
12350,PTPM28P5M150-B,,
12351,PTPM30P5M150-B,,
12352,PTPM32P5M150-B,,
12353,PTPM34P5M150-B,,
12354,PTPM36P5M150-B,,
12355,PTPM40P5M150-B,,
12356,PTPM44P5M150-B,,
12357,PTPM48P5M150-B,,
12358,PTPM50P5M150-B,,
12359,PTPM60P5M150-B,,
12360,PTPM72P5M150-B,,
12361,PTPP12P5M100-A,,
12362,PTPP14P5M100-A,,
12363,PTPP15P5M100-A,,
12364,PTPP16P5M100-A,,
12365,PTPP18P5M100-A,,
12366,PTPP20P5M100-A,,
12367,PTPP22P5M100-A,,
12368,PTPP24P5M100-A,,
12369,PTPP25P5M100-A,,
12370,PTPP26P5M100-A,,
12371,PTPP28P5M100-A,,
12372,PTPP30P5M100-A,,
12373,PTPP32P5M100-A,,
12374,PTPP34P5M100-A,,
12375,PTPP36P5M100-A,,
12376,PTPP40P5M100-A,,
12377,PTPP44P5M100-A,,
12378,PTPP48P5M100-A,,
12379,PTPP50P5M100-A,,
12380,PTPP60P5M100-A,,
12381,PTPP72P5M100-A,,
12382,PTPP12P5M150-A,,
12383,PTPP14P5M150-A,,
12384,PTPP15P5M150-A,,
12385,PTPP16P5M150-A,,
12386,PTPP18P5M150-A,,
12387,PTPP20P5M150-A,,
12388,PTPP22P5M150-A,,
12389,PTPP24P5M150-A,,
12390,PTPP25P5M150-A,,
12391,PTPP26P5M150-A,,
12392,PTPP28P5M150-A,,
12393,PTPP30P5M150-A,,
12394,PTPP32P5M150-A,,
12395,PTPP34P5M150-A,,
12396,PTPP36P5M150-A,,
12397,PTPP40P5M150-A,,
12398,PTPP44P5M150-A,,
12399,PTPP48P5M150-A,,
12400,PTPP50P5M150-A,,
12401,PTPP60P5M150-A,,
12402,PTPP72P5M150-A,,
12403,PTPP12P5M100-B,,
12404,PTPP14P5M100-B,,
12405,PTPP15P5M100-B,,
12406,PTPP16P5M100-B,,
12407,PTPP18P5M100-B,,
12408,PTPP20P5M100-B,,
12409,PTPP22P5M100-B,,
12410,PTPP24P5M100-B,,
12411,PTPP25P5M100-B,,
12412,PTPP26P5M100-B,,
12413,PTPP28P5M100-B,,
12414,PTPP30P5M100-B,,
12415,PTPP32P5M100-B,,
12416,PTPP34P5M100-B,,
12417,PTPP36P5M100-B,,
12418,PTPP40P5M100-B,,
12419,PTPP44P5M100-B,,
12420,PTPP48P5M100-B,,
12421,PTPP50P5M100-B,,
12422,PTPP60P5M100-B,,
12423,PTPP72P5M100-B,,
12424,PTPP12P5M150-B,,
12425,PTPP14P5M150-B,,
12426,PTPP15P5M150-B,,
12427,PTPP16P5M150-B,,
12428,PTPP18P5M150-B,,
12429,PTPP20P5M150-B,,
12430,PTPP22P5M150-B,,
12431,PTPP24P5M150-B,,
12432,PTPP25P5M150-B,,
12433,PTPP26P5M150-B,,
12434,PTPP28P5M150-B,,
12435,PTPP30P5M150-B,,
12436,PTPP32P5M150-B,,
12437,PTPP34P5M150-B,,
12438,PTPP36P5M150-B,,
12439,PTPP40P5M150-B,,
12440,PTPP44P5M150-B,,
12441,PTPP48P5M150-B,,
12442,PTPP50P5M150-B,,
12443,PTPP60P5M150-B,,
12444,PTPP72P5M150-B,,
12445,PTPA20P8M150-A,,
12446,PTPA22P8M150-A,,
12447,PTPA24P8M150-A,,
12448,PTPA26P8M150-A,,
12449,PTPA28P8M150-A,,
12450,PTPA30P8M150-A,,
12451,PTPA32P8M150-A,,
12452,PTPA34P8M150-A,,
12453,PTPA36P8M150-A,,
12454,PTPA40P8M150-A,,
12455,PTPA44P8M150-A,,
12456,PTPA48P8M150-A,,
12457,PTPA50P8M150-A,,
12458,PTPA60P8M150-A,,
12459,PTPA20P8M250-A,,
12460,PTPA22P8M250-A,,
12461,PTPA24P8M250-A,,
12462,PTPA26P8M250-A,,
12463,PTPA28P8M250-A,,
12464,PTPA30P8M250-A,,
12465,PTPA32P8M250-A,,
12466,PTPA34P8M250-A,,
12467,PTPA36P8M250-A,,
12468,PTPA40P8M250-A,,
12469,PTPA44P8M250-A,,
12470,PTPA48P8M250-A,,
12471,PTPA50P8M250-A,,
12472,PTPA60P8M250-A,,
12473,PTPA20P8M150-B,,
12474,PTPA22P8M150-B,,
12475,PTPA24P8M150-B,,
12476,PTPA26P8M150-B,,
12477,PTPA28P8M150-B,,
12478,PTPA30P8M150-B,,
12479,PTPA32P8M150-B,,
12480,PTPA34P8M150-B,,
12481,PTPA36P8M150-B,,
12482,PTPA40P8M150-B,,
12483,PTPA44P8M150-B,,
12484,PTPA48P8M150-B,,
12485,PTPA50P8M150-B,,
12486,PTPA60P8M150-B,,
12487,PTPA20P8M250-B,,
12488,PTPA22P8M250-B,,
12489,PTPA24P8M250-B,,
12490,PTPA26P8M250-B,,
12491,PTPA28P8M250-B,,
12492,PTPA30P8M250-B,,
12493,PTPA32P8M250-B,,
12494,PTPA34P8M250-B,,
12495,PTPA36P8M250-B,,
12496,PTPA40P8M250-B,,
12497,PTPA44P8M250-B,,
12498,PTPA48P8M250-B,,
12499,PTPA50P8M250-B,,
12500,PTPA60P8M250-B,,
12501,PTPK20P8M150-A,,
12502,PTPK22P8M150-A,,
12503,PTPK24P8M150-A,,
12504,PTPK26P8M150-A,,
12505,PTPK28P8M150-A,,
12506,PTPK30P8M150-A,,
12507,PTPK32P8M150-A,,
12508,PTPK34P8M150-A,,
12509,PTPK36P8M150-A,,
12510,PTPK40P8M150-A,,
12511,PTPK44P8M150-A,,
12512,PTPK48P8M150-A,,
12513,PTPK50P8M150-A,,
12514,PTPK60P8M150-A,,
12515,PTPK20P8M250-A,,
12516,PTPK22P8M250-A,,
12517,PTPK24P8M250-A,,
12518,PTPK26P8M250-A,,
12519,PTPK28P8M250-A,,
12520,PTPK30P8M250-A,,
12521,PTPK32P8M250-A,,
12522,PTPK34P8M250-A,,
12523,PTPK36P8M250-A,,
12524,PTPK40P8M250-A,,
12525,PTPK44P8M250-A,,
12526,PTPK48P8M250-A,,
12527,PTPK50P8M250-A,,
12528,PTPK60P8M250-A,,
12529,PTPK20P8M150-B,,
12530,PTPK22P8M150-B,,
12531,PTPK24P8M150-B,,
12532,PTPK26P8M150-B,,
12533,PTPK28P8M150-B,,
12534,PTPK30P8M150-B,,
12535,PTPK32P8M150-B,,
12536,PTPK34P8M150-B,,
12537,PTPK36P8M150-B,,
12538,PTPK40P8M150-B,,
12539,PTPK44P8M150-B,,
12540,PTPK48P8M150-B,,
12541,PTPK50P8M150-B,,
12542,PTPK60P8M150-B,,
12543,PTPK20P8M250-B,,
12544,PTPK22P8M250-B,,
12545,PTPK24P8M250-B,,
12546,PTPK26P8M250-B,,
12547,PTPK28P8M250-B,,
12548,PTPK30P8M250-B,,
12549,PTPK32P8M250-B,,
12550,PTPK34P8M250-B,,
12551,PTPK36P8M250-B,,
12552,PTPK40P8M250-B,,
12553,PTPK44P8M250-B,,
12554,PTPK48P8M250-B,,
12555,PTPK50P8M250-B,,
12556,PTPK60P8M250-B,,
12557,PTPN20P8M150-A,,
12558,PTPN22P8M150-A,,
12559,PTPN24P8M150-A,,
12560,PTPN26P8M150-A,,
12561,PTPN28P8M150-A,,
12562,PTPN30P8M150-A,,
12563,PTPN32P8M150-A,,
12564,PTPN34P8M150-A,,
12565,PTPN36P8M150-A,,
12566,PTPN40P8M150-A,,
12567,PTPN44P8M150-A,,
12568,PTPN48P8M150-A,,
12569,PTPN50P8M150-A,,
12570,PTPN60P8M150-A,,
12571,PTPN20P8M250-A,,
12572,PTPN22P8M250-A,,
12573,PTPN24P8M250-A,,
12574,PTPN26P8M250-A,,
12575,PTPN28P8M250-A,,
12576,PTPN30P8M250-A,,
12577,PTPN32P8M250-A,,
12578,PTPN34P8M250-A,,
12579,PTPN36P8M250-A,,
12580,PTPN40P8M250-A,,
12581,PTPN44P8M250-A,,
12582,PTPN48P8M250-A,,
12583,PTPN50P8M250-A,,
12584,PTPN60P8M250-A,,
12585,PTPN20P8M150-B,,
12586,PTPN22P8M150-B,,
12587,PTPN24P8M150-B,,
12588,PTPN26P8M150-B,,
12589,PTPN28P8M150-B,,
12590,PTPN30P8M150-B,,
12591,PTPN32P8M150-B,,
12592,PTPN34P8M150-B,,
12593,PTPN36P8M150-B,,
12594,PTPN40P8M150-B,,
12595,PTPN44P8M150-B,,
12596,PTPN48P8M150-B,,
12597,PTPN50P8M150-B,,
12598,PTPN60P8M150-B,,
12599,PTPN20P8M250-B,,
12600,PTPN22P8M250-B,,
12601,PTPN24P8M250-B,,
12602,PTPN26P8M250-B,,
12603,PTPN28P8M250-B,,
12604,PTPN30P8M250-B,,
12605,PTPN32P8M250-B,,
12606,PTPN34P8M250-B,,
12607,PTPN36P8M250-B,,
12608,PTPN40P8M250-B,,
12609,PTPN44P8M250-B,,
12610,PTPN48P8M250-B,,
12611,PTPN50P8M250-B,,
12612,PTPN60P8M250-B,,
12613,PTPM20P8M150-A,,
12614,PTPM22P8M150-A,,
12615,PTPM24P8M150-A,,
12616,PTPM26P8M150-A,,
12617,PTPM28P8M150-A,,
12618,PTPM30P8M150-A,,
12619,PTPM32P8M150-A,,
12620,PTPM34P8M150-A,,
12621,PTPM36P8M150-A,,
12622,PTPM40P8M150-A,,
12623,PTPM44P8M150-A,,
12624,PTPM48P8M150-A,,
12625,PTPM50P8M150-A,,
12626,PTPM60P8M150-A,,
12627,PTPM20P8M250-A,,
12628,PTPM22P8M250-A,,
12629,PTPM24P8M250-A,,
12630,PTPM26P8M250-A,,
12631,PTPM28P8M250-A,,
12632,PTPM30P8M250-A,,
12633,PTPM32P8M250-A,,
12634,PTPM34P8M250-A,,
12635,PTPM36P8M250-A,,
12636,PTPM40P8M250-A,,
12637,PTPM44P8M250-A,,
12638,PTPM48P8M250-A,,
12639,PTPM50P8M250-A,,
12640,PTPM60P8M250-A,,
12641,PTPM20P8M150-B,,
12642,PTPM22P8M150-B,,
12643,PTPM24P8M150-B,,
12644,PTPM26P8M150-B,,
12645,PTPM28P8M150-B,,
12646,PTPM30P8M150-B,,
12647,PTPM32P8M150-B,,
12648,PTPM34P8M150-B,,
12649,PTPM36P8M150-B,,
12650,PTPM40P8M150-B,,
12651,PTPM44P8M150-B,,
12652,PTPM48P8M150-B,,
12653,PTPM50P8M150-B,,
12654,PTPM60P8M150-B,,
12655,PTPM20P8M250-B,,
12656,PTPM22P8M250-B,,
12657,PTPM24P8M250-B,,
12658,PTPM26P8M250-B,,
12659,PTPM28P8M250-B,,
12660,PTPM30P8M250-B,,
12661,PTPM32P8M250-B,,
12662,PTPM34P8M250-B,,
12663,PTPM36P8M250-B,,
12664,PTPM40P8M250-B,,
12665,PTPM44P8M250-B,,
12666,PTPM48P8M250-B,,
12667,PTPM50P8M250-B,,
12668,PTPM60P8M250-B,,
12669,PTPP20P8M150-A,,
12670,PTPP22P8M150-A,,
12671,PTPP24P8M150-A,,
12672,PTPP26P8M150-A,,
12673,PTPP28P8M150-A,,
12674,PTPP30P8M150-A,,
12675,PTPP32P8M150-A,,
12676,PTPP34P8M150-A,,
12677,PTPP36P8M150-A,,
12678,PTPP40P8M150-A,,
12679,PTPP44P8M150-A,,
12680,PTPP48P8M150-A,,
12681,PTPP50P8M150-A,,
12682,PTPP60P8M150-A,,
12683,PTPP20P8M250-A,,
12684,PTPP22P8M250-A,,
12685,PTPP24P8M250-A,,
12686,PTPP26P8M250-A,,
12687,PTPP28P8M250-A,,
12688,PTPP30P8M250-A,,
12689,PTPP32P8M250-A,,
12690,PTPP34P8M250-A,,
12691,PTPP36P8M250-A,,
12692,PTPP40P8M250-A,,
12693,PTPP44P8M250-A,,
12694,PTPP48P8M250-A,,
12695,PTPP50P8M250-A,,
